Iteration	Avg_Total_Reward	Avg_Reward_User_0	Avg_Reward_User_1	Avg_Reward_User_2	Avg_Reward_User_3	Avg_Reward_User_4	Avg_Reward_User_5	Avg_Reward_User_6	Avg_Reward_User_7	Avg_Reward_User_8	Avg_Reward_User_9	Packet_Loss_Ratio_User_0	Packet_Loss_Ratio_User_1	Packet_Loss_Ratio_User_2	Packet_Loss_Ratio_User_3	Packet_Loss_Ratio_User_4	Packet_Loss_Ratio_User_5	Packet_Loss_Ratio_User_6	Packet_Loss_Ratio_User_7	Packet_Loss_Ratio_User_8	Packet_Loss_Ratio_User_9	Avg_Loss_User_0	Avg_Loss_User_1	Avg_Loss_User_2	Avg_Loss_User_3	Avg_Loss_User_4	Avg_Loss_User_5	Avg_Loss_User_6	Avg_Loss_User_7	Avg_Loss_User_8	Avg_Loss_User_9
243000	13.8909	1.3963	1.3974	1.3956	1.3986	1.4029	1.3924	1.3992	1.3554	1.3612	1.3920	0.5354	0.5354	0.5354	0.5350	0.5329	0.5370	0.5352	0.5489	0.5468	0.5366	2.053790	2.055167	2.063268	2.033477	2.045707	2.009869	2.018815	2.027771	2.041883	2.013591
244000	13.8912	1.3962	1.3973	1.3956	1.3984	1.4029	1.3922	1.3992	1.3557	1.3616	1.3920	0.5354	0.5354	0.5354	0.5350	0.5329	0.5371	0.5351	0.5488	0.5467	0.5365	2.053663	2.053908	2.063211	2.033343	2.046694	2.009588	2.018751	2.028002	2.042817	2.012809
245000	13.8904	1.3963	1.3973	1.3957	1.3981	1.4029	1.3913	1.3993	1.3557	1.3618	1.3919	0.5354	0.5354	0.5354	0.5352	0.5329	0.5374	0.5351	0.5488	0.5466	0.5365	2.053597	2.052673	2.063129	2.033334	2.047867	2.009491	2.018652	2.028145	2.043880	2.011804
246000	13.8908	1.3964	1.3975	1.3955	1.3981	1.4031	1.3911	1.3993	1.3560	1.3620	1.3919	0.5354	0.5353	0.5355	0.5352	0.5329	0.5374	0.5351	0.5488	0.5466	0.5365	2.053563	2.051312	2.063112	2.033377	2.049043	2.009428	2.018534	2.028058	2.044905	2.010917
247000	13.8912	1.3963	1.3975	1.3955	1.3982	1.4030	1.3912	1.3993	1.3561	1.3622	1.3920	0.5354	0.5353	0.5355	0.5351	0.5329	0.5375	0.5351	0.5487	0.5465	0.5365	2.053705	2.049858	2.063305	2.033606	2.050319	2.009616	2.018518	2.028095	2.046050	2.010229
248000	13.8916	1.3964	1.3972	1.3954	1.3982	1.4031	1.3911	1.3992	1.3563	1.3625	1.3920	0.5353	0.5354	0.5355	0.5351	0.5328	0.5375	0.5351	0.5487	0.5463	0.5365	2.053949	2.048539	2.063962	2.033874	2.051605	2.009811	2.018690	2.028273	2.047399	2.009724
249000	13.8919	1.3965	1.3973	1.3951	1.3983	1.4031	1.3911	1.3991	1.3566	1.3628	1.3921	0.5354	0.5354	0.5355	0.5351	0.5328	0.5375	0.5351	0.5486	0.5463	0.5365	2.054497	2.047249	2.064993	2.034328	2.053022	2.010319	2.019184	2.028511	2.048907	2.009237
250000	13.8915	1.3962	1.3972	1.3951	1.3983	1.4031	1.3910	1.3984	1.3568	1.3630	1.3922	0.5354	0.5354	0.5356	0.5351	0.5328	0.5375	0.5353	0.5485	0.5462	0.5364	2.055711	2.046075	2.066224	2.034770	2.054598	2.011086	2.020268	2.029092	2.050705	2.008854
251000	13.8922	1.3963	1.3975	1.3953	1.3984	1.4031	1.3909	1.3984	1.3570	1.3631	1.3921	0.5354	0.5353	0.5355	0.5350	0.5327	0.5376	0.5353	0.5484	0.5461	0.5365	2.061758	2.051421	2.070434	2.039817	2.059538	2.015895	2.025631	2.034303	2.055593	2.014359
252000	13.8933	1.3965	1.3977	1.3953	1.3985	1.4031	1.3910	1.3985	1.3571	1.3635	1.3921	0.5354	0.5353	0.5355	0.5350	0.5327	0.5375	0.5353	0.5483	0.5460	0.5364	2.063460	2.051366	2.072177	2.041068	2.061448	2.017917	2.027288	2.035688	2.057211	2.015166
253000	13.8945	1.3967	1.3979	1.3954	1.3986	1.4031	1.3911	1.3984	1.3575	1.3636	1.3922	0.5353	0.5353	0.5355	0.5350	0.5327	0.5375	0.5353	0.5482	0.5459	0.5364	2.064230	2.050618	2.073488	2.041464	2.062442	2.019200	2.028038	2.036035	2.057936	2.014946
254000	13.8951	1.3969	1.3979	1.3954	1.3989	1.4031	1.3913	1.3982	1.3576	1.3636	1.3922	0.5352	0.5352	0.5355	0.5349	0.5327	0.5374	0.5354	0.5481	0.5459	0.5364	2.064713	2.049591	2.074380	2.041318	2.062833	2.019945	2.028439	2.036099	2.058225	2.014379
255000	13.8959	1.3969	1.3978	1.3956	1.3991	1.4031	1.3916	1.3982	1.3577	1.3638	1.3921	0.5352	0.5353	0.5354	0.5349	0.5328	0.5373	0.5354	0.5481	0.5458	0.5364	2.064673	2.048321	2.074991	2.040812	2.062948	2.020415	2.028611	2.036027	2.058297	2.013657
256000	13.8957	1.3969	1.3975	1.3955	1.3991	1.4032	1.3915	1.3980	1.3580	1.3639	1.3920	0.5351	0.5354	0.5355	0.5348	0.5327	0.5373	0.5354	0.5481	0.5458	0.5364	2.064764	2.047186	2.075420	2.040483	2.063569	2.020715	2.028881	2.036505	2.058649	2.012975
257000	13.8936	1.3970	1.3967	1.3954	1.3989	1.4034	1.3917	1.3977	1.3569	1.3641	1.3918	0.5351	0.5356	0.5355	0.5348	0.5327	0.5373	0.5355	0.5484	0.5457	0.5365	2.064870	2.046296	2.075824	2.040286	2.064657	2.020849	2.029381	2.037585	2.059090	2.012321
258000	13.8891	1.3971	1.3963	1.3943	1.3990	1.4035	1.3901	1.3967	1.3567	1.3644	1.3911	0.5350	0.5358	0.5358	0.5348	0.5326	0.5379	0.5359	0.5486	0.5456	0.5367	2.064790	2.045822	2.076243	2.040040	2.065771	2.020867	2.030044	2.038323	2.059313	2.011677
259000	13.8880	1.3971	1.3962	1.3940	1.3990	1.4035	1.3900	1.3961	1.3568	1.3646	1.3908	0.5351	0.5358	0.5359	0.5348	0.5326	0.5379	0.5362	0.5485	0.5456	0.5368	2.064565	2.045763	2.076815	2.039638	2.067234	2.020876	2.030820	2.038784	2.059327	2.010925
260000	13.8854	1.3971	1.3951	1.3934	1.3989	1.4036	1.3896	1.3951	1.3571	1.3649	1.3906	0.5351	0.5363	0.5361	0.5348	0.5326	0.5380	0.5365	0.5484	0.5455	0.5368	2.064128	2.045718	2.077569	2.039155	2.069089	2.021060	2.031901	2.038811	2.059188	2.010040
261000	13.8863	1.3973	1.3951	1.3935	1.3987	1.4035	1.3897	1.3952	1.3573	1.3652	1.3907	0.5350	0.5363	0.5360	0.5348	0.5326	0.5380	0.5364	0.5484	0.5454	0.5368	2.069053	2.051395	2.083201	2.044994	2.075271	2.027128	2.037482	2.044668	2.064277	2.015378
262000	13.8864	1.3972	1.3945	1.3937	1.3987	1.4036	1.3899	1.3951	1.3575	1.3654	1.3908	0.5350	0.5366	0.5359	0.5348	0.5326	0.5380	0.5365	0.5483	0.5453	0.5368	2.069716	2.052344	2.084467	2.045924	2.077447	2.028156	2.039715	2.045922	2.065016	2.016010
263000	13.8854	1.3971	1.3938	1.3938	1.3988	1.4035	1.3897	1.3952	1.3572	1.3654	1.3909	0.5351	0.5369	0.5359	0.5347	0.5326	0.5381	0.5365	0.5484	0.5452	0.5367	2.069486	2.052340	2.084806	2.046117	2.078937	2.028261	2.040846	2.046394	2.064980	2.015856
264000	13.8839	1.3972	1.3925	1.3936	1.3988	1.4035	1.3890	1.3952	1.3576	1.3655	1.3911	0.5350	0.5375	0.5360	0.5347	0.5326	0.5384	0.5365	0.5483	0.5452	0.5366	2.068865	2.052011	2.084670	2.046092	2.079913	2.027877	2.041551	2.046289	2.064585	2.015314
265000	13.8841	1.3973	1.3919	1.3935	1.3991	1.4033	1.3891	1.3951	1.3578	1.3657	1.3913	0.5350	0.5377	0.5360	0.5346	0.5327	0.5383	0.5365	0.5483	0.5451	0.5366	2.067943	2.051349	2.084411	2.045865	2.080692	2.027270	2.041819	2.046000	2.064005	2.014665
266000	13.8852	1.3976	1.3916	1.3937	1.3991	1.4034	1.3893	1.3951	1.3580	1.3660	1.3914	0.5349	0.5379	0.5360	0.5346	0.5327	0.5383	0.5366	0.5482	0.5450	0.5365	2.066879	2.050466	2.083816	2.045468	2.081056	2.026471	2.041738	2.045301	2.063096	2.014012
267000	13.8860	1.3978	1.3915	1.3937	1.3992	1.4035	1.3893	1.3952	1.3582	1.3662	1.3914	0.5348	0.5379	0.5360	0.5345	0.5326	0.5382	0.5366	0.5482	0.5449	0.5366	2.065682	2.049285	2.082971	2.044731	2.081038	2.025366	2.041345	2.044497	2.061979	2.013166
268000	13.8866	1.3977	1.3912	1.3938	1.3994	1.4034	1.3895	1.3952	1.3583	1.3666	1.3916	0.5349	0.5381	0.5359	0.5345	0.5326	0.5382	0.5367	0.5482	0.5448	0.5365	2.064657	2.047983	2.082015	2.044137	2.081032	2.024387	2.040828	2.043798	2.060682	2.012493
269000	13.8871	1.3977	1.3908	1.3939	1.3995	1.4034	1.3895	1.3952	1.3587	1.3667	1.3917	0.5349	0.5383	0.5359	0.5344	0.5326	0.5382	0.5366	0.5481	0.5448	0.5365	2.063735	2.046813	2.081142	2.043493	2.081051	2.023389	2.040212	2.043323	2.059451	2.011923
270000	13.8872	1.3977	1.3906	1.3941	1.3994	1.4033	1.3896	1.3952	1.3588	1.3668	1.3918	0.5349	0.5383	0.5359	0.5344	0.5326	0.5382	0.5366	0.5480	0.5447	0.5364	2.062579	2.045820	2.080024	2.042740	2.080737	2.022125	2.039425	2.042862	2.057961	2.011361
271000	13.8881	1.3978	1.3905	1.3943	1.3992	1.4033	1.3895	1.3953	1.3591	1.3672	1.3919	0.5348	0.5383	0.5358	0.5345	0.5326	0.5381	0.5365	0.5479	0.5446	0.5364	2.067325	2.050844	2.085425	2.047849	2.086497	2.027396	2.045126	2.047583	2.063320	2.016781
272000	13.8885	1.3978	1.3903	1.3945	1.3991	1.4032	1.3896	1.3954	1.3593	1.3674	1.3919	0.5348	0.5384	0.5358	0.5345	0.5326	0.5381	0.5365	0.5479	0.5445	0.5365	2.067636	2.051226	2.085254	2.048043	2.086973	2.027447	2.045533	2.048634	2.063149	2.017216
273000	13.8890	1.3978	1.3897	1.3944	1.3992	1.4033	1.3900	1.3954	1.3595	1.3676	1.3922	0.5348	0.5386	0.5358	0.5344	0.5326	0.5379	0.5366	0.5477	0.5445	0.5365	2.067301	2.050699	2.084493	2.047866	2.086744	2.027163	2.045412	2.049160	2.062446	2.017126
274000	13.8866	1.3979	1.3877	1.3944	1.3993	1.4033	1.3888	1.3955	1.3597	1.3678	1.3922	0.5349	0.5396	0.5358	0.5344	0.5326	0.5384	0.5366	0.5477	0.5444	0.5365	2.066800	2.049985	2.083654	2.047609	2.086489	2.026936	2.045031	2.049756	2.061872	2.016847
275000	13.8846	1.3980	1.3860	1.3943	1.3993	1.4032	1.3881	1.3956	1.3598	1.3679	1.3923	0.5348	0.5403	0.5359	0.5344	0.5326	0.5388	0.5365	0.5476	0.5444	0.5364	2.066100	2.049675	2.082901	2.047391	2.086404	2.026916	2.044518	2.050462	2.061464	2.016925
276000	13.8854	1.3983	1.3859	1.3943	1.3993	1.4030	1.3882	1.3957	1.3600	1.3681	1.3924	0.5348	0.5403	0.5359	0.5344	0.5327	0.5386	0.5365	0.5476	0.5443	0.5364	2.065281	2.049649	2.082258	2.047039	2.085977	2.026701	2.043761	2.051207	2.060981	2.016994
277000	13.8858	1.3983	1.3859	1.3944	1.3993	1.4028	1.3883	1.3959	1.3602	1.3682	1.3925	0.5347	0.5403	0.5358	0.5344	0.5327	0.5386	0.5364	0.5475	0.5443	0.5364	2.064601	2.049640	2.081523	2.046506	2.085447	2.026364	2.043128	2.051914	2.060541	2.016859
278000	13.8863	1.3982	1.3859	1.3944	1.3994	1.4027	1.3885	1.3957	1.3603	1.3685	1.3927	0.5348	0.5403	0.5358	0.5344	0.5328	0.5385	0.5365	0.5475	0.5442	0.5364	2.063871	2.049467	2.080865	2.046005	2.084785	2.026050	2.042595	2.052421	2.060083	2.016603
279000	13.8848	1.3979	1.3859	1.3939	1.3990	1.4025	1.3885	1.3952	1.3604	1.3686	1.3927	0.5348	0.5403	0.5360	0.5345	0.5329	0.5385	0.5367	0.5474	0.5441	0.5363	2.063051	2.049429	2.080685	2.045742	2.084562	2.025808	2.042342	2.052616	2.059662	2.016160
280000	13.8831	1.3978	1.3859	1.3934	1.3985	1.4020	1.3887	1.3950	1.3604	1.3686	1.3928	0.5350	0.5403	0.5362	0.5347	0.5330	0.5385	0.5368	0.5474	0.5441	0.5363	2.062243	2.049472	2.080973	2.045709	2.084843	2.025735	2.042346	2.052552	2.059123	2.015898
281000	13.8838	1.3976	1.3860	1.3935	1.3984	1.4020	1.3888	1.3951	1.3607	1.3688	1.3930	0.5350	0.5402	0.5362	0.5348	0.5330	0.5385	0.5368	0.5473	0.5440	0.5363	2.067011	2.053830	2.085819	2.050044	2.089922	2.030579	2.046962	2.057295	2.064007	2.020781
282000	13.8841	1.3976	1.3858	1.3936	1.3983	1.4021	1.3891	1.3951	1.3609	1.3687	1.3930	0.5349	0.5403	0.5362	0.5348	0.5330	0.5385	0.5368	0.5472	0.5440	0.5363	2.067441	2.054794	2.087300	2.050958	2.091645	2.031971	2.048207	2.058324	2.064999	2.021710
283000	13.8846	1.3975	1.3859	1.3935	1.3983	1.4022	1.3890	1.3950	1.3612	1.3690	1.3931	0.5349	0.5404	0.5362	0.5348	0.5329	0.5385	0.5368	0.5471	0.5439	0.5363	2.067282	2.055058	2.088303	2.051272	2.092905	2.032684	2.048924	2.058759	2.065478	2.021869
284000	13.8851	1.3976	1.3859	1.3936	1.3982	1.4020	1.3890	1.3952	1.3613	1.3691	1.3931	0.5349	0.5403	0.5362	0.5349	0.5330	0.5384	0.5367	0.5471	0.5439	0.5363	2.066783	2.054949	2.088990	2.051267	2.094053	2.033194	2.049453	2.058816	2.065610	2.021728
285000	13.8796	1.3967	1.3850	1.3933	1.3976	1.3994	1.3890	1.3952	1.3611	1.3692	1.3932	0.5353	0.5408	0.5363	0.5351	0.5339	0.5384	0.5367	0.5472	0.5439	0.5362	2.066246	2.054733	2.089811	2.051074	2.095196	2.033682	2.049826	2.058669	2.065762	2.021310
286000	13.8758	1.3961	1.3843	1.3930	1.3967	1.3978	1.3891	1.3954	1.3611	1.3693	1.3932	0.5355	0.5411	0.5364	0.5354	0.5344	0.5384	0.5366	0.5472	0.5438	0.5363	2.065668	2.054497	2.090634	2.051051	2.096747	2.034277	2.050156	2.058719	2.065948	2.020684
287000	13.8737	1.3954	1.3839	1.3929	1.3964	1.3971	1.3891	1.3952	1.3612	1.3693	1.3932	0.5357	0.5413	0.5365	0.5355	0.5346	0.5383	0.5367	0.5471	0.5438	0.5363	2.065175	2.054321	2.091714	2.051155	2.098610	2.035136	2.050556	2.058949	2.066423	2.020003
288000	13.8738	1.3953	1.3838	1.3930	1.3963	1.3970	1.3891	1.3951	1.3614	1.3696	1.3932	0.5358	0.5412	0.5364	0.5356	0.5347	0.5383	0.5367	0.5470	0.5437	0.5363	2.064558	2.054064	2.092721	2.051214	2.100343	2.035793	2.050980	2.059033	2.066627	2.019167
289000	13.8747	1.3953	1.3841	1.3931	1.3962	1.3969	1.3893	1.3952	1.3616	1.3698	1.3932	0.5358	0.5412	0.5364	0.5356	0.5348	0.5382	0.5367	0.5469	0.5436	0.5363	2.063970	2.053618	2.093438	2.051073	2.101826	2.036415	2.051184	2.058782	2.066582	2.018187
290000	13.8758	1.3953	1.3844	1.3933	1.3962	1.3968	1.3895	1.3953	1.3617	1.3699	1.3934	0.5358	0.5411	0.5363	0.5356	0.5348	0.5381	0.5366	0.5469	0.5436	0.5363	2.063288	2.052948	2.093938	2.050777	2.102934	2.036701	2.051079	2.058399	2.066587	2.017116
291000	13.8766	1.3954	1.3845	1.3935	1.3963	1.3968	1.3895	1.3953	1.3620	1.3699	1.3933	0.5358	0.5409	0.5362	0.5355	0.5348	0.5381	0.5366	0.5468	0.5437	0.5362	2.068119	2.057775	2.098534	2.055490	2.107888	2.041484	2.055219	2.063079	2.071021	2.021294
292000	13.8779	1.3955	1.3847	1.3937	1.3963	1.3968	1.3896	1.3955	1.3622	1.3700	1.3935	0.5357	0.5409	0.5362	0.5355	0.5348	0.5380	0.5365	0.5467	0.5436	0.5362	2.068538	2.057822	2.098982	2.055716	2.108823	2.041731	2.055409	2.063321	2.071398	2.020784
293000	13.8789	1.3958	1.3848	1.3939	1.3963	1.3968	1.3896	1.3956	1.3625	1.3701	1.3936	0.5357	0.5408	0.5361	0.5355	0.5348	0.5380	0.5365	0.5467	0.5436	0.5361	2.068483	2.057086	2.098621	2.055253	2.108946	2.041318	2.054851	2.062989	2.071109	2.019751
294000	13.8794	1.3959	1.3850	1.3940	1.3963	1.3968	1.3893	1.3956	1.3626	1.3702	1.3936	0.5356	0.5408	0.5360	0.5355	0.5348	0.5381	0.5364	0.5467	0.5436	0.5361	2.068456	2.056063	2.097810	2.054546	2.108808	2.040508	2.054171	2.062538	2.070762	2.018444
295000	13.8800	1.3958	1.3850	1.3941	1.3963	1.3969	1.3893	1.3956	1.3630	1.3701	1.3937	0.5356	0.5408	0.5361	0.5355	0.5348	0.5382	0.5363	0.5465	0.5436	0.5360	2.068596	2.054911	2.096932	2.053676	2.108618	2.039607	2.053646	2.061873	2.070352	2.016971
296000	13.8806	1.3959	1.3851	1.3940	1.3963	1.3970	1.3894	1.3956	1.3632	1.3702	1.3938	0.5356	0.5407	0.5361	0.5355	0.5347	0.5381	0.5363	0.5465	0.5436	0.5360	2.068582	2.053538	2.095803	2.052644	2.108083	2.038476	2.053023	2.061029	2.069758	2.015457
297000	13.8807	1.3960	1.3850	1.3939	1.3963	1.3971	1.3893	1.3957	1.3633	1.3703	1.3939	0.5356	0.5407	0.5361	0.5355	0.5347	0.5382	0.5363	0.5464	0.5435	0.5360	2.068292	2.052183	2.094470	2.051553	2.107324	2.037193	2.052400	2.059973	2.069149	2.013987
298000	13.8809	1.3957	1.3850	1.3941	1.3963	1.3971	1.3890	1.3958	1.3635	1.3706	1.3939	0.5357	0.5407	0.5361	0.5355	0.5347	0.5382	0.5363	0.5464	0.5434	0.5360	2.067938	2.050855	2.093191	2.050954	2.106527	2.035910	2.052022	2.059048	2.068707	2.012656
299000	13.8783	1.3948	1.3850	1.3935	1.3962	1.3965	1.3890	1.3958	1.3630	1.3706	1.3938	0.5359	0.5407	0.5363	0.5355	0.5349	0.5382	0.5363	0.5466	0.5433	0.5360	2.067504	2.049542	2.091890	2.050548	2.105563	2.034636	2.051645	2.058269	2.068217	2.011362
300000	13.8697	1.3939	1.3842	1.3926	1.3951	1.3956	1.3876	1.3957	1.3616	1.3702	1.3931	0.5363	0.5411	0.5366	0.5359	0.5352	0.5387	0.5363	0.5472	0.5435	0.5363	2.067095	2.048205	2.090430	2.050299	2.104533	2.033233	2.051349	2.057714	2.067555	2.010138
301000	13.8702	1.3940	1.3843	1.3926	1.3952	1.3957	1.3876	1.3957	1.3617	1.3704	1.3931	0.5362	0.5411	0.5366	0.5359	0.5352	0.5387	0.5362	0.5472	0.5434	0.5362	2.072508	2.052990	2.095349	2.055023	2.109273	2.037959	2.056158	2.062356	2.072457	2.014940
302000	13.8705	1.3942	1.3843	1.3924	1.3951	1.3958	1.3874	1.3956	1.3619	1.3706	1.3932	0.5361	0.5411	0.5367	0.5360	0.5352	0.5387	0.5363	0.5471	0.5434	0.5362	2.073538	2.053580	2.095661	2.056062	2.109686	2.038071	2.057074	2.062991	2.073276	2.015063
303000	13.8711	1.3941	1.3844	1.3925	1.3952	1.3957	1.3874	1.3956	1.3621	1.3708	1.3933	0.5361	0.5410	0.5366	0.5359	0.5352	0.5387	0.5362	0.5471	0.5433	0.5361	2.073688	2.053478	2.095397	2.056435	2.109387	2.037593	2.057614	2.062822	2.073422	2.014672
304000	13.8716	1.3940	1.3845	1.3924	1.3953	1.3957	1.3877	1.3956	1.3623	1.3709	1.3933	0.5361	0.5410	0.5367	0.5359	0.5352	0.5386	0.5362	0.5470	0.5433	0.5361	2.073396	2.052985	2.094873	2.056693	2.108721	2.036874	2.057914	2.062464	2.073041	2.014043
305000	13.8731	1.3941	1.3848	1.3924	1.3954	1.3958	1.3879	1.3958	1.3624	1.3710	1.3935	0.5361	0.5409	0.5367	0.5358	0.5352	0.5385	0.5362	0.5470	0.5432	0.5360	2.072821	2.052277	2.094205	2.056885	2.107904	2.036004	2.057875	2.062051	2.072507	2.013230
306000	13.8733	1.3941	1.3847	1.3926	1.3953	1.3958	1.3878	1.3958	1.3627	1.3712	1.3934	0.5360	0.5409	0.5366	0.5358	0.5351	0.5385	0.5361	0.5469	0.5432	0.5361	2.072272	2.051491	2.093362	2.057220	2.107063	2.035143	2.057805	2.061601	2.071588	2.012387
307000	13.8732	1.3943	1.3845	1.3926	1.3953	1.3957	1.3876	1.3957	1.3627	1.3714	1.3934	0.5360	0.5409	0.5366	0.5358	0.5351	0.5386	0.5361	0.5468	0.5431	0.5360	2.071740	2.050869	2.092713	2.057600	2.106117	2.034369	2.057576	2.061125	2.070886	2.011510
308000	13.8735	1.3943	1.3844	1.3926	1.3954	1.3956	1.3877	1.3958	1.3629	1.3716	1.3933	0.5360	0.5409	0.5365	0.5358	0.5351	0.5385	0.5361	0.5468	0.5430	0.5361	2.071096	2.050178	2.091953	2.057689	2.105049	2.033528	2.057172	2.060422	2.070127	2.010555
309000	13.8742	1.3942	1.3846	1.3927	1.3954	1.3956	1.3878	1.3959	1.3630	1.3718	1.3933	0.5360	0.5408	0.5365	0.5358	0.5351	0.5386	0.5361	0.5467	0.5430	0.5361	2.070367	2.049335	2.091083	2.057469	2.103821	2.032582	2.056626	2.059609	2.069306	2.009480
310000	13.8742	1.3942	1.3844	1.3928	1.3954	1.3956	1.3875	1.3959	1.3631	1.3719	1.3934	0.5360	0.5409	0.5365	0.5358	0.5351	0.5387	0.5360	0.5467	0.5430	0.5361	2.069461	2.048308	2.090077	2.057055	2.102387	2.031488	2.055885	2.058667	2.068373	2.008380
311000	13.8750	1.3943	1.3844	1.3929	1.3956	1.3958	1.3875	1.3959	1.3634	1.3720	1.3933	0.5359	0.5409	0.5364	0.5358	0.5351	0.5387	0.5360	0.5466	0.5430	0.5361	2.073395	2.052445	2.094178	2.061137	2.106627	2.035775	2.060296	2.062717	2.072430	2.012885
312000	13.8759	1.3945	1.3845	1.3929	1.3957	1.3958	1.3874	1.3959	1.3636	1.3723	1.3933	0.5358	0.5409	0.5364	0.5358	0.5351	0.5387	0.5360	0.5465	0.5428	0.5361	2.073383	2.052247	2.094053	2.061291	2.106118	2.035669	2.060075	2.062678	2.072570	2.012946
313000	13.8752	1.3945	1.3846	1.3931	1.3957	1.3960	1.3860	1.3959	1.3637	1.3724	1.3934	0.5358	0.5409	0.5364	0.5357	0.5351	0.5394	0.5361	0.5465	0.5428	0.5361	2.073109	2.051515	2.093698	2.060873	2.105251	2.035029	2.059224	2.062241	2.072167	2.012523
314000	13.8729	1.3946	1.3845	1.3934	1.3956	1.3952	1.3845	1.3956	1.3638	1.3724	1.3934	0.5358	0.5409	0.5363	0.5357	0.5354	0.5400	0.5362	0.5464	0.5428	0.5361	2.072714	2.050753	2.093480	2.060422	2.104235	2.034506	2.058312	2.061582	2.071385	2.011786
315000	13.8692	1.3947	1.3846	1.3933	1.3952	1.3933	1.3829	1.3953	1.3640	1.3725	1.3934	0.5357	0.5408	0.5363	0.5358	0.5360	0.5407	0.5362	0.5464	0.5427	0.5361	2.072362	2.050165	2.093300	2.059967	2.103031	2.033955	2.057506	2.061001	2.070562	2.010948
316000	13.8668	1.3946	1.3844	1.3933	1.3947	1.3930	1.3820	1.3949	1.3642	1.3727	1.3930	0.5358	0.5409	0.5364	0.5360	0.5361	0.5411	0.5364	0.5463	0.5426	0.5363	2.072112	2.049576	2.093342	2.059372	2.101763	2.033583	2.056835	2.060688	2.070020	2.010101
317000	13.8655	1.3948	1.3844	1.3933	1.3946	1.3930	1.3816	1.3938	1.3643	1.3728	1.3928	0.5357	0.5409	0.5364	0.5361	0.5361	0.5413	0.5369	0.5463	0.5426	0.5364	2.071921	2.049094	2.093350	2.058758	2.100513	2.033091	2.056119	2.060540	2.069542	2.009187
318000	13.8629	1.3949	1.3844	1.3934	1.3944	1.3930	1.3810	1.3922	1.3643	1.3729	1.3924	0.5356	0.5409	0.5363	0.5362	0.5361	0.5417	0.5375	0.5463	0.5425	0.5365	2.071827	2.048787	2.093360	2.058036	2.099292	2.032440	2.055528	2.060551	2.068950	2.008123
319000	13.8605	1.3950	1.3843	1.3935	1.3943	1.3928	1.3806	1.3906	1.3645	1.3728	1.3920	0.5356	0.5409	0.5363	0.5362	0.5362	0.5419	0.5381	0.5463	0.5425	0.5367	2.071722	2.048710	2.093280	2.057256	2.098110	2.031706	2.055130	2.060686	2.068338	2.007020
320000	13.8555	1.3948	1.3838	1.3935	1.3938	1.3923	1.3799	1.3889	1.3640	1.3729	1.3915	0.5357	0.5411	0.5363	0.5364	0.5364	0.5422	0.5387	0.5466	0.5426	0.5368	2.071844	2.049030	2.093260	2.056481	2.097282	2.031018	2.054898	2.060973	2.067727	2.005934
321000	13.8562	1.3949	1.3839	1.3935	1.3940	1.3923	1.3800	1.3888	1.3642	1.3731	1.3915	0.5357	0.5410	0.5363	0.5363	0.5364	0.5422	0.5388	0.5465	0.5425	0.5369	2.075341	2.053090	2.096483	2.059849	2.101018	2.034927	2.058810	2.064806	2.071174	2.009302
322000	13.8566	1.3949	1.3839	1.3935	1.3941	1.3924	1.3799	1.3889	1.3642	1.3732	1.3916	0.5357	0.5410	0.5363	0.5363	0.5363	0.5422	0.5387	0.5465	0.5425	0.5368	2.076161	2.054383	2.097238	2.060179	2.101475	2.035719	2.059808	2.065929	2.071661	2.009392
323000	13.8556	1.3949	1.3840	1.3936	1.3941	1.3924	1.3790	1.3888	1.3644	1.3733	1.3912	0.5357	0.5410	0.5363	0.5363	0.5363	0.5427	0.5387	0.5464	0.5425	0.5370	2.076646	2.055387	2.097423	2.059966	2.101458	2.036006	2.060219	2.066856	2.071682	2.009234
324000	13.8543	1.3948	1.3840	1.3937	1.3942	1.3924	1.3780	1.3887	1.3645	1.3733	1.3907	0.5357	0.5409	0.5363	0.5363	0.5364	0.5432	0.5388	0.5464	0.5425	0.5372	2.077248	2.056471	2.097801	2.059632	2.101496	2.036174	2.060075	2.067910	2.071723	2.009073
325000	13.8479	1.3949	1.3842	1.3939	1.3941	1.3913	1.3757	1.3872	1.3644	1.3732	1.3891	0.5356	0.5409	0.5363	0.5363	0.5368	0.5442	0.5394	0.5464	0.5426	0.5378	2.078164	2.057849	2.098384	2.059249	2.101672	2.036260	2.059734	2.069445	2.071711	2.008885
326000	13.8433	1.3949	1.3843	1.3938	1.3940	1.3909	1.3737	1.3862	1.3640	1.3732	1.3882	0.5356	0.5409	0.5363	0.5364	0.5369	0.5451	0.5398	0.5465	0.5425	0.5381	2.079227	2.059385	2.099294	2.058889	2.102325	2.036211	2.059120	2.071213	2.072009	2.008686
327000	13.8419	1.3949	1.3844	1.3938	1.3940	1.3909	1.3728	1.3860	1.3639	1.3732	1.3882	0.5356	0.5408	0.5363	0.5364	0.5369	0.5455	0.5399	0.5466	0.5425	0.5381	2.080774	2.061220	2.100351	2.058482	2.103560	2.036031	2.058432	2.072962	2.072625	2.008701
