Iteration	Avg_Total_Reward	Avg_Reward_User_0	Avg_Reward_User_1	Avg_Reward_User_2	Avg_Reward_User_3	Avg_Reward_User_4	Avg_Reward_User_5	Avg_Reward_User_6	Avg_Reward_User_7	Avg_Reward_User_8	Avg_Reward_User_9	Packet_Loss_Ratio_User_0	Packet_Loss_Ratio_User_1	Packet_Loss_Ratio_User_2	Packet_Loss_Ratio_User_3	Packet_Loss_Ratio_User_4	Packet_Loss_Ratio_User_5	Packet_Loss_Ratio_User_6	Packet_Loss_Ratio_User_7	Packet_Loss_Ratio_User_8	Packet_Loss_Ratio_User_9	Avg_Loss_User_0	Avg_Loss_User_1	Avg_Loss_User_2	Avg_Loss_User_3	Avg_Loss_User_4	Avg_Loss_User_5	Avg_Loss_User_6	Avg_Loss_User_7	Avg_Loss_User_8	Avg_Loss_User_9
73000	13.7311	1.3932	1.3956	1.3974	1.3995	1.4042	1.4029	1.4028	1.2586	1.2714	1.4056	0.5355	0.5351	0.5345	0.5338	0.5314	0.5321	0.5339	0.5808	0.5768	0.5331	1.970991	1.975311	1.968361	1.953222	1.985931	1.995354	1.965733	2.014441	1.999509	1.976018
74000	13.7357	1.3935	1.3952	1.3974	1.3997	1.4043	1.4031	1.4030	1.2602	1.2732	1.4060	0.5352	0.5353	0.5346	0.5337	0.5314	0.5321	0.5341	0.5802	0.5761	0.5329	1.967216	1.972001	1.966040	1.950284	1.982374	1.991511	1.962685	2.010190	1.996194	1.972674
75000	13.7417	1.3932	1.3956	1.3978	1.4000	1.4038	1.4036	1.4034	1.2621	1.2760	1.4061	0.5352	0.5352	0.5347	0.5336	0.5316	0.5320	0.5340	0.5796	0.5753	0.5328	1.963254	1.967899	1.963367	1.946787	1.978192	1.987152	1.959190	2.005366	1.992180	1.969018
76000	13.7452	1.3931	1.3951	1.3985	1.4002	1.4035	1.4036	1.4036	1.2639	1.2774	1.4062	0.5353	0.5354	0.5345	0.5337	0.5319	0.5318	0.5339	0.5790	0.5748	0.5328	1.959083	1.963677	1.960215	1.942986	1.973610	1.982383	1.955361	2.000664	1.987667	1.964991
77000	13.7495	1.3930	1.3951	1.3990	1.4001	1.4038	1.4031	1.4041	1.2657	1.2794	1.4061	0.5354	0.5354	0.5343	0.5338	0.5319	0.5319	0.5336	0.5784	0.5741	0.5327	1.954883	1.959586	1.956962	1.939370	1.968923	1.977677	1.951672	1.995935	1.983118	1.960942
78000	13.7559	1.3931	1.3953	1.3995	1.4006	1.4036	1.4038	1.4048	1.2675	1.2811	1.4066	0.5356	0.5353	0.5340	0.5337	0.5319	0.5317	0.5334	0.5779	0.5736	0.5326	1.950454	1.955610	1.953849	1.935452	1.964139	1.972962	1.947818	1.991138	1.978725	1.956491
79000	13.7591	1.3929	1.3955	1.3992	1.4007	1.4042	1.4037	1.4052	1.2688	1.2819	1.4070	0.5356	0.5352	0.5340	0.5336	0.5318	0.5317	0.5333	0.5775	0.5733	0.5326	1.946238	1.951599	1.950981	1.931748	1.959374	1.968548	1.944226	1.986823	1.974557	1.952532
80000	13.7566	1.3936	1.3959	1.3977	1.4001	1.4043	1.4038	1.4056	1.2673	1.2809	1.4075	0.5355	0.5351	0.5349	0.5338	0.5318	0.5316	0.5329	0.5778	0.5742	0.5325	1.942770	1.948066	1.948516	1.928685	1.954871	1.964438	1.941003	1.982997	1.970969	1.949227
81000	13.7612	1.3941	1.3958	1.3975	1.4005	1.4046	1.4045	1.4058	1.2686	1.2827	1.4071	0.5352	0.5352	0.5349	0.5337	0.5318	0.5312	0.5329	0.5774	0.5735	0.5327	1.962213	1.968467	1.968797	1.947715	1.977211	1.985062	1.961014	2.002028	1.990480	1.969624
82000	13.7655	1.3940	1.3954	1.3981	1.4003	1.4052	1.4049	1.4055	1.2703	1.2842	1.4075	0.5352	0.5353	0.5347	0.5339	0.5317	0.5311	0.5328	0.5768	0.5729	0.5324	1.963708	1.972111	1.971700	1.949896	1.980289	1.987018	1.964003	2.003813	1.993756	1.973074
83000	13.7692	1.3948	1.3954	1.3986	1.4002	1.4053	1.4050	1.4054	1.2712	1.2858	1.4075	0.5350	0.5354	0.5347	0.5338	0.5317	0.5310	0.5328	0.5765	0.5723	0.5325	1.962588	1.972362	1.971957	1.949488	1.979149	1.986268	1.963779	2.002831	1.992877	1.972974
84000	13.7728	1.3947	1.3957	1.3987	1.4003	1.4053	1.4049	1.4058	1.2729	1.2873	1.4072	0.5350	0.5353	0.5345	0.5338	0.5316	0.5310	0.5328	0.5760	0.5717	0.5327	1.960966	1.971773	1.971459	1.948158	1.977379	1.984788	1.962864	2.000859	1.991123	1.972160
85000	13.7767	1.3948	1.3958	1.3988	1.4008	1.4052	1.4054	1.4054	1.2749	1.2886	1.4071	0.5349	0.5354	0.5345	0.5336	0.5318	0.5308	0.5329	0.5754	0.5712	0.5326	1.958951	1.970267	1.970777	1.946291	1.974822	1.982919	1.961249	1.998235	1.988764	1.970608
86000	13.7795	1.3948	1.3957	1.3990	1.4012	1.4051	1.4055	1.4057	1.2760	1.2896	1.4068	0.5350	0.5355	0.5345	0.5335	0.5319	0.5309	0.5327	0.5751	0.5709	0.5327	1.956813	1.968442	1.969663	1.944209	1.971951	1.980933	1.959380	1.995410	1.985898	1.968371
87000	13.7824	1.3953	1.3957	1.3992	1.4009	1.4049	1.4053	1.4053	1.2780	1.2910	1.4068	0.5347	0.5354	0.5344	0.5335	0.5320	0.5309	0.5328	0.5744	0.5704	0.5325	1.954999	1.966382	1.968771	1.942210	1.968892	1.978712	1.957396	1.992415	1.982861	1.966487
88000	13.7868	1.3958	1.3958	1.3991	1.4008	1.4051	1.4057	1.4058	1.2794	1.2923	1.4070	0.5346	0.5355	0.5344	0.5336	0.5319	0.5309	0.5327	0.5740	0.5700	0.5327	1.953063	1.964712	1.967463	1.939837	1.965563	1.976171	1.955261	1.989326	1.979827	1.964523
89000	13.7900	1.3963	1.3953	1.3988	1.4013	1.4050	1.4057	1.4061	1.2814	1.2934	1.4067	0.5345	0.5358	0.5345	0.5334	0.5320	0.5309	0.5325	0.5732	0.5698	0.5326	1.950916	1.962768	1.966010	1.936969	1.961776	1.973105	1.952827	1.985723	1.976669	1.962712
90000	13.7908	1.3964	1.3944	1.3982	1.4019	1.4050	1.4050	1.4063	1.2826	1.2943	1.4068	0.5346	0.5361	0.5348	0.5333	0.5320	0.5314	0.5323	0.5728	0.5695	0.5325	1.949047	1.960948	1.965115	1.934198	1.958296	1.970459	1.950853	1.982419	1.973380	1.960928
91000	13.7938	1.3972	1.3945	1.3980	1.4021	1.4048	1.4054	1.4060	1.2839	1.2956	1.4064	0.5343	0.5359	0.5350	0.5331	0.5322	0.5313	0.5324	0.5724	0.5691	0.5326	1.965026	1.975862	1.982026	1.950296	1.976336	1.987010	1.971602	1.999794	1.990074	1.980587
92000	13.7984	1.3972	1.3942	1.3985	1.4029	1.4056	1.4054	1.4061	1.2854	1.2965	1.4068	0.5343	0.5360	0.5349	0.5330	0.5321	0.5312	0.5324	0.5718	0.5688	0.5325	1.967007	1.978747	1.985168	1.952115	1.978373	1.989344	1.974024	2.002011	1.991606	1.983131
93000	13.8028	1.3970	1.3939	1.3990	1.4031	1.4062	1.4056	1.4059	1.2872	1.2979	1.4070	0.5343	0.5361	0.5348	0.5328	0.5321	0.5313	0.5326	0.5711	0.5682	0.5324	1.966521	1.979219	1.986362	1.951712	1.977600	1.988725	1.973352	2.001884	1.990505	1.982481
94000	13.8052	1.3971	1.3942	1.3996	1.4029	1.4058	1.4055	1.4061	1.2889	1.2984	1.4066	0.5343	0.5359	0.5345	0.5327	0.5322	0.5314	0.5325	0.5704	0.5680	0.5325	1.965565	1.978425	1.986199	1.950675	1.975642	1.987386	1.971324	2.000413	1.988257	1.980662
95000	13.8099	1.3977	1.3947	1.3999	1.4035	1.4056	1.4053	1.4061	1.2904	1.2999	1.4068	0.5341	0.5359	0.5343	0.5326	0.5323	0.5315	0.5327	0.5699	0.5674	0.5323	1.964162	1.977081	1.985616	1.948947	1.973412	1.986058	1.969000	1.998686	1.985519	1.978321
96000	13.8120	1.3980	1.3946	1.3999	1.4030	1.4057	1.4051	1.4062	1.2915	1.3010	1.4071	0.5340	0.5359	0.5343	0.5328	0.5323	0.5316	0.5325	0.5697	0.5670	0.5321	1.962055	1.975514	1.984207	1.946792	1.970636	1.984274	1.965998	1.996582	1.982143	1.975288
97000	13.8140	1.3983	1.3943	1.4000	1.4024	1.4058	1.4048	1.4063	1.2926	1.3020	1.4075	0.5340	0.5363	0.5343	0.5328	0.5322	0.5317	0.5325	0.5693	0.5666	0.5319	1.960000	1.974034	1.982653	1.944668	1.967755	1.982020	1.962731	1.994381	1.978574	1.972107
98000	13.8177	1.3983	1.3944	1.4003	1.4018	1.4058	1.4050	1.4068	1.2946	1.3028	1.4079	0.5340	0.5363	0.5340	0.5331	0.5323	0.5317	0.5324	0.5687	0.5663	0.5319	1.957822	1.972792	1.980907	1.942425	1.964889	1.979461	1.959212	1.991934	1.974851	1.968787
99000	13.8204	1.3986	1.3942	1.4007	1.4019	1.4064	1.4052	1.4064	1.2957	1.3036	1.4077	0.5340	0.5364	0.5338	0.5329	0.5321	0.5317	0.5325	0.5682	0.5660	0.5318	1.956045	1.972165	1.979206	1.940368	1.962181	1.977112	1.955892	1.989481	1.971201	1.966094
100000	13.8109	1.3993	1.3935	1.3988	1.4021	1.4048	1.4032	1.4063	1.2931	1.3023	1.4075	0.5338	0.5367	0.5345	0.5328	0.5329	0.5328	0.5325	0.5695	0.5664	0.5317	1.954223	1.971966	1.977619	1.938484	1.959500	1.974691	1.952626	1.986968	1.967743	1.964089
101000	13.8131	1.3998	1.3937	1.3994	1.4020	1.4051	1.4030	1.4061	1.2936	1.3033	1.4071	0.5335	0.5368	0.5344	0.5329	0.5328	0.5327	0.5326	0.5693	0.5660	0.5317	1.971726	1.987284	1.993952	1.958287	1.976647	1.992969	1.970558	2.003935	1.986035	1.982488
102000	13.8149	1.3995	1.3941	1.3996	1.4022	1.4047	1.4030	1.4064	1.2946	1.3040	1.4068	0.5336	0.5366	0.5342	0.5330	0.5330	0.5326	0.5326	0.5690	0.5658	0.5319	1.973689	1.989959	1.996994	1.960941	1.979210	1.995094	1.971772	2.005611	1.988823	1.984946
103000	13.8170	1.3993	1.3942	1.4002	1.4025	1.4045	1.4030	1.4060	1.2953	1.3050	1.4070	0.5338	0.5368	0.5343	0.5330	0.5331	0.5326	0.5327	0.5688	0.5653	0.5318	1.972940	1.989994	1.997658	1.960659	1.978706	1.994376	1.970669	2.004963	1.988421	1.984738
104000	13.8191	1.3995	1.3945	1.4002	1.4027	1.4046	1.4028	1.4056	1.2965	1.3058	1.4070	0.5335	0.5366	0.5343	0.5331	0.5330	0.5326	0.5328	0.5683	0.5650	0.5316	1.971059	1.988685	1.997370	1.959704	1.977401	1.992718	1.968472	2.003645	1.987365	1.983682
105000	13.8210	1.3990	1.3942	1.4002	1.4026	1.4050	1.4031	1.4057	1.2973	1.3072	1.4068	0.5336	0.5366	0.5342	0.5331	0.5329	0.5328	0.5328	0.5681	0.5646	0.5318	1.968456	1.986780	1.996743	1.958411	1.975900	1.990741	1.965922	2.002035	1.986056	1.982157
106000	13.8231	1.3992	1.3944	1.4002	1.4023	1.4050	1.4030	1.4052	1.2985	1.3087	1.4067	0.5335	0.5366	0.5342	0.5332	0.5328	0.5327	0.5328	0.5677	0.5641	0.5317	1.966011	1.984565	1.996060	1.956701	1.974276	1.988608	1.963114	2.000610	1.984738	1.980326
107000	13.8251	1.3994	1.3945	1.4001	1.4020	1.4051	1.4026	1.4052	1.2999	1.3096	1.4067	0.5334	0.5366	0.5341	0.5332	0.5328	0.5328	0.5328	0.5673	0.5638	0.5316	1.963280	1.982418	1.995311	1.954967	1.972791	1.986542	1.960607	1.999636	1.983423	1.978548
108000	13.8286	1.3992	1.3951	1.4004	1.4022	1.4054	1.4031	1.4051	1.3008	1.3104	1.4070	0.5336	0.5365	0.5339	0.5330	0.5327	0.5326	0.5329	0.5668	0.5635	0.5315	1.960689	1.980331	1.994794	1.953476	1.971680	1.984724	1.958167	1.999017	1.982064	1.977265
109000	13.8307	1.3992	1.3949	1.4004	1.4018	1.4058	1.4034	1.4050	1.3021	1.3112	1.4069	0.5335	0.5366	0.5338	0.5332	0.5326	0.5326	0.5330	0.5665	0.5632	0.5315	1.958387	1.978713	1.994051	1.952175	1.970747	1.982876	1.955761	1.998444	1.980667	1.975849
110000	13.8322	1.3987	1.3953	1.4004	1.4018	1.4055	1.4032	1.4053	1.3026	1.3121	1.4072	0.5337	0.5364	0.5338	0.5331	0.5326	0.5327	0.5329	0.5663	0.5629	0.5315	1.955969	1.976765	1.993193	1.950704	1.969399	1.981103	1.953273	1.997890	1.979163	1.974345
111000	13.8344	1.3991	1.3958	1.4000	1.4019	1.4054	1.4031	1.4052	1.3032	1.3136	1.4071	0.5336	0.5363	0.5338	0.5331	0.5326	0.5327	0.5330	0.5660	0.5624	0.5314	1.973471	1.995441	2.010578	1.966800	1.987067	1.997630	1.972676	2.011732	1.994797	1.988744
112000	13.8355	1.3994	1.3962	1.4001	1.4015	1.4050	1.4031	1.4052	1.3039	1.3142	1.4070	0.5336	0.5361	0.5338	0.5331	0.5327	0.5327	0.5329	0.5657	0.5622	0.5316	1.974981	1.997136	2.012717	1.968963	1.989295	2.000420	1.974039	2.013729	1.996875	1.991112
113000	13.8374	1.3990	1.3964	1.4001	1.4020	1.4051	1.4032	1.4052	1.3048	1.3145	1.4069	0.5337	0.5360	0.5337	0.5330	0.5325	0.5327	0.5327	0.5653	0.5621	0.5316	1.974018	1.996546	2.012264	1.968563	1.988851	2.000178	1.973098	2.013375	1.996433	1.991099
114000	13.8410	1.3992	1.3968	1.4003	1.4022	1.4053	1.4036	1.4050	1.3061	1.3157	1.4068	0.5336	0.5358	0.5335	0.5330	0.5324	0.5328	0.5328	0.5650	0.5618	0.5316	1.971798	1.994819	2.010476	1.966849	1.987263	1.998791	1.971219	2.011664	1.994804	1.989857
115000	13.8425	1.3998	1.3965	1.4003	1.4022	1.4052	1.4035	1.4045	1.3072	1.3165	1.4068	0.5336	0.5359	0.5334	0.5329	0.5325	0.5329	0.5329	0.5647	0.5615	0.5316	1.968894	1.992201	2.007876	1.964307	1.984968	1.996706	1.968759	2.009468	1.992412	1.988235
116000	13.8450	1.3996	1.3967	1.4003	1.4021	1.4055	1.4036	1.4044	1.3081	1.3176	1.4072	0.5337	0.5358	0.5332	0.5330	0.5324	0.5329	0.5329	0.5644	0.5613	0.5314	1.965901	1.989376	2.005280	1.961300	1.982650	1.994401	1.966040	2.007155	1.989536	1.986345
117000	13.8465	1.3998	1.3966	1.4002	1.4020	1.4056	1.4039	1.4043	1.3086	1.3183	1.4071	0.5337	0.5359	0.5333	0.5330	0.5324	0.5328	0.5330	0.5641	0.5609	0.5315	1.963208	1.986394	2.002520	1.958488	1.979999	1.991735	1.963254	2.004494	1.986392	1.984376
118000	13.8485	1.3997	1.3967	1.4003	1.4020	1.4058	1.4042	1.4041	1.3092	1.3192	1.4074	0.5338	0.5358	0.5333	0.5331	0.5324	0.5328	0.5331	0.5638	0.5607	0.5315	1.960397	1.983229	1.999385	1.955464	1.976923	1.988708	1.960161	2.001801	1.983245	1.982219
119000	13.8495	1.3998	1.3969	1.4005	1.4020	1.4061	1.4025	1.4041	1.3100	1.3200	1.4075	0.5338	0.5356	0.5334	0.5332	0.5322	0.5333	0.5330	0.5636	0.5604	0.5315	1.957613	1.980253	1.996024	1.952500	1.973788	1.985753	1.957029	1.998940	1.979808	1.980027
120000	13.8448	1.3995	1.3973	1.4003	1.4008	1.4059	1.4011	1.4038	1.3084	1.3205	1.4071	0.5339	0.5356	0.5334	0.5337	0.5323	0.5339	0.5332	0.5644	0.5601	0.5315	1.954941	1.977290	1.992969	1.949504	1.970912	1.983027	1.953939	1.995915	1.976392	1.977631
121000	13.8462	1.3993	1.3975	1.4006	1.4008	1.4059	1.4013	1.4037	1.3090	1.3210	1.4070	0.5340	0.5355	0.5333	0.5336	0.5323	0.5339	0.5334	0.5642	0.5601	0.5316	1.970322	1.992972	2.009325	1.965637	1.985610	1.999166	1.969610	2.012151	1.991476	1.993276
122000	13.8480	1.3995	1.3969	1.4006	1.4010	1.4062	1.4015	1.4037	1.3099	1.3216	1.4069	0.5339	0.5357	0.5333	0.5336	0.5322	0.5338	0.5334	0.5639	0.5599	0.5316	1.972120	1.994232	2.010552	1.967561	1.986541	2.000800	1.971170	2.012781	1.992740	1.994585
123000	13.8489	1.3993	1.3967	1.4005	1.4014	1.4062	1.4013	1.4040	1.3109	1.3218	1.4068	0.5340	0.5357	0.5333	0.5334	0.5322	0.5339	0.5331	0.5635	0.5599	0.5317	1.971500	1.992708	2.009502	1.967155	1.985247	1.999979	1.970152	2.010838	1.991679	1.993692
124000	13.8512	1.3993	1.3971	1.4010	1.4020	1.4058	1.4012	1.4037	1.3118	1.3225	1.4069	0.5340	0.5355	0.5331	0.5333	0.5323	0.5339	0.5332	0.5632	0.5597	0.5317	1.970305	1.990276	2.007515	1.966522	1.983239	1.998146	1.968231	2.007996	1.990038	1.992257
125000	13.8532	1.3993	1.3969	1.4009	1.4023	1.4059	1.4015	1.4038	1.3126	1.3232	1.4069	0.5339	0.5355	0.5332	0.5333	0.5322	0.5337	0.5331	0.5629	0.5594	0.5318	1.968644	1.987343	2.005275	1.965665	1.981138	1.995887	1.965935	2.004865	1.988230	1.990340
126000	13.8561	1.3995	1.3971	1.4014	1.4027	1.4060	1.4012	1.4038	1.3136	1.3241	1.4068	0.5340	0.5352	0.5332	0.5332	0.5322	0.5337	0.5330	0.5626	0.5591	0.5318	1.966812	1.984306	2.002969	1.965078	1.978868	1.993431	1.963512	2.001607	1.986641	1.988440
127000	13.8585	1.3993	1.3971	1.4015	1.4029	1.4064	1.4011	1.4038	1.3143	1.3250	1.4070	0.5340	0.5353	0.5330	0.5331	0.5321	0.5338	0.5330	0.5623	0.5587	0.5318	1.964853	1.981602	2.000660	1.964329	1.976708	1.990851	1.960867	1.998526	1.985094	1.986324
128000	13.8606	1.3989	1.3975	1.4016	1.4028	1.4066	1.4012	1.4041	1.3150	1.3259	1.4068	0.5342	0.5352	0.5330	0.5332	0.5320	0.5337	0.5330	0.5620	0.5585	0.5319	1.963161	1.978991	1.998399	1.963659	1.974787	1.988253	1.958195	1.995646	1.983435	1.984501
129000	13.8603	1.3986	1.3973	1.4018	1.4025	1.4064	1.4009	1.4041	1.3155	1.3265	1.4067	0.5343	0.5353	0.5330	0.5334	0.5319	0.5339	0.5330	0.5618	0.5583	0.5318	1.961676	1.976544	1.996174	1.962747	1.972678	1.985890	1.955796	1.992687	1.981476	1.982793
130000	13.8619	1.3991	1.3969	1.4018	1.4022	1.4069	1.3998	1.4042	1.3167	1.3275	1.4067	0.5342	0.5353	0.5331	0.5334	0.5318	0.5342	0.5330	0.5615	0.5579	0.5319	1.960637	1.974349	1.994118	1.962051	1.970692	1.983629	1.953357	1.989844	1.979979	1.981068
131000	13.8636	1.3992	1.3973	1.4020	1.4024	1.4069	1.3998	1.4044	1.3174	1.3282	1.4061	0.5342	0.5352	0.5330	0.5331	0.5319	0.5340	0.5330	0.5613	0.5577	0.5321	1.973475	1.988725	2.008338	1.972705	1.984655	1.996591	1.967194	2.003439	1.992043	1.995094
132000	13.8654	1.3992	1.3973	1.4021	1.4028	1.4066	1.4000	1.4043	1.3179	1.3290	1.4062	0.5342	0.5353	0.5329	0.5331	0.5319	0.5339	0.5332	0.5611	0.5575	0.5320	1.975519	1.990151	2.009444	1.975058	1.985338	1.997655	1.967584	2.004129	1.993405	1.996764
133000	13.8665	1.3996	1.3976	1.4022	1.4025	1.4067	1.3996	1.4038	1.3182	1.3295	1.4068	0.5340	0.5352	0.5328	0.5331	0.5318	0.5340	0.5335	0.5610	0.5572	0.5319	1.975943	1.989151	2.008332	1.975726	1.983935	1.996612	1.966135	2.003136	1.992665	1.996370
134000	13.8681	1.3997	1.3979	1.4022	1.4026	1.4067	1.3993	1.4042	1.3185	1.3300	1.4072	0.5340	0.5353	0.5329	0.5332	0.5319	0.5340	0.5333	0.5607	0.5570	0.5318	1.976010	1.987515	2.006315	1.975591	1.981759	1.994749	1.964098	2.001347	1.991065	1.995515
135000	13.8698	1.3995	1.3982	1.4022	1.4028	1.4068	1.3993	1.4039	1.3193	1.3305	1.4073	0.5341	0.5353	0.5328	0.5332	0.5318	0.5339	0.5334	0.5605	0.5568	0.5317	1.976551	1.985897	2.004113	1.975131	1.979523	1.992511	1.961915	1.999508	1.989493	1.994634
136000	13.8711	1.3996	1.3981	1.4021	1.4027	1.4071	1.3993	1.4038	1.3200	1.3309	1.4073	0.5341	0.5353	0.5329	0.5333	0.5318	0.5338	0.5334	0.5602	0.5566	0.5317	1.976883	1.984033	2.001915	1.974653	1.977509	1.990194	1.959615	1.997505	1.987972	1.993697
137000	13.8725	1.3995	1.3981	1.4023	1.4025	1.4069	1.3994	1.4042	1.3209	1.3316	1.4072	0.5341	0.5353	0.5328	0.5334	0.5319	0.5339	0.5332	0.5598	0.5563	0.5318	1.977254	1.981913	1.999797	1.973719	1.975437	1.987731	1.957122	1.995307	1.986455	1.992400
138000	13.8699	1.3993	1.3973	1.4013	1.4024	1.4067	1.3990	1.4041	1.3214	1.3318	1.4065	0.5340	0.5357	0.5331	0.5334	0.5320	0.5341	0.5332	0.5597	0.5562	0.5321	1.978058	1.980148	1.997867	1.972762	1.973650	1.985188	1.954612	1.993326	1.984903	1.991506
139000	13.8687	1.3994	1.3975	1.4016	1.4026	1.4066	1.3987	1.4025	1.3221	1.3321	1.4056	0.5339	0.5357	0.5330	0.5334	0.5320	0.5342	0.5338	0.5595	0.5561	0.5324	1.979292	1.978889	1.996054	1.971914	1.971856	1.982659	1.952167	1.991272	1.983460	1.990930
140000	13.8714	1.4001	1.3973	1.4020	1.4026	1.4065	1.3992	1.4026	1.3230	1.3324	1.4058	0.5338	0.5356	0.5328	0.5334	0.5320	0.5341	0.5337	0.5593	0.5560	0.5323	1.980538	1.977553	1.993857	1.970751	1.970282	1.979935	1.949504	1.988939	1.981684	1.990293
141000	13.8727	1.4000	1.3972	1.4022	1.4027	1.4066	1.3992	1.4027	1.3235	1.3331	1.4055	0.5338	0.5357	0.5327	0.5334	0.5320	0.5341	0.5337	0.5590	0.5558	0.5323	1.989337	1.986672	2.004671	1.979086	1.981474	1.989418	1.959323	1.999716	1.992275	1.999509
142000	13.8747	1.3999	1.3972	1.4020	1.4030	1.4069	1.3990	1.4029	1.3244	1.3339	1.4054	0.5338	0.5356	0.5328	0.5333	0.5320	0.5341	0.5336	0.5587	0.5556	0.5323	1.991604	1.988084	2.005468	1.980516	1.983188	1.990156	1.960557	2.000001	1.992880	2.001406
143000	13.8753	1.3997	1.3973	1.4021	1.4031	1.4067	1.3991	1.4028	1.3248	1.3346	1.4051	0.5338	0.5356	0.5328	0.5332	0.5320	0.5341	0.5337	0.5587	0.5554	0.5325	1.993077	1.988169	2.004643	1.980591	1.983450	1.989085	1.959657	1.998840	1.991844	2.001836
144000	13.8766	1.3995	1.3974	1.4023	1.4030	1.4067	1.3992	1.4028	1.3256	1.3351	1.4050	0.5340	0.5356	0.5329	0.5332	0.5320	0.5341	0.5338	0.5584	0.5552	0.5326	1.993628	1.987853	2.003362	1.980438	1.983199	1.987371	1.958153	1.997241	1.990280	2.001745
145000	13.8787	1.3993	1.3978	1.4023	1.4032	1.4068	1.3994	1.4030	1.3262	1.3355	1.4051	0.5340	0.5354	0.5329	0.5331	0.5319	0.5340	0.5339	0.5581	0.5550	0.5326	1.993624	1.987623	2.001665	1.980103	1.983022	1.985594	1.956565	1.995869	1.988276	2.001708
146000	13.8796	1.3995	1.3980	1.4021	1.4031	1.4071	1.3990	1.4033	1.3267	1.3357	1.4051	0.5340	0.5354	0.5329	0.5332	0.5317	0.5342	0.5338	0.5580	0.5549	0.5326	1.993071	1.987122	1.999700	1.979698	1.982891	1.983463	1.955054	1.994471	1.986240	2.001729
147000	13.8806	1.3998	1.3979	1.4020	1.4032	1.4071	1.3992	1.4034	1.3272	1.3359	1.4051	0.5338	0.5354	0.5328	0.5332	0.5316	0.5342	0.5339	0.5578	0.5549	0.5324	1.992402	1.986799	1.997903	1.979198	1.982932	1.981504	1.953775	1.993252	1.984313	2.001925
148000	13.8820	1.4001	1.3981	1.4021	1.4032	1.4064	1.3993	1.4036	1.3278	1.3363	1.4052	0.5337	0.5354	0.5327	0.5333	0.5319	0.5341	0.5338	0.5576	0.5548	0.5324	1.991532	1.986548	1.995944	1.978739	1.982991	1.979501	1.952645	1.991860	1.982579	2.002095
149000	13.8830	1.4000	1.3984	1.4023	1.4031	1.4058	1.3994	1.4038	1.3286	1.3368	1.4048	0.5337	0.5353	0.5327	0.5332	0.5320	0.5342	0.5338	0.5573	0.5547	0.5326	1.990371	1.985830	1.993841	1.978424	1.982580	1.977487	1.951371	1.990384	1.980555	2.001814
150000	13.8807	1.4002	1.3984	1.4024	1.4027	1.4050	1.3991	1.4042	1.3290	1.3364	1.4032	0.5336	0.5354	0.5327	0.5335	0.5323	0.5342	0.5337	0.5572	0.5548	0.5332	1.989239	1.985458	1.991645	1.978092	1.982329	1.975607	1.950091	1.988637	1.978808	2.001547
151000	13.8820	1.4005	1.3984	1.4025	1.4026	1.4052	1.3992	1.4044	1.3294	1.3367	1.4032	0.5336	0.5354	0.5328	0.5335	0.5323	0.5342	0.5336	0.5571	0.5547	0.5333	2.000036	1.996073	2.003983	1.988511	1.992636	1.986256	1.959278	1.998037	1.990013	2.010077
152000	13.8833	1.4007	1.3989	1.4025	1.4027	1.4052	1.3992	1.4045	1.3295	1.3369	1.4033	0.5335	0.5353	0.5328	0.5334	0.5322	0.5341	0.5335	0.5571	0.5547	0.5333	2.001063	1.997791	2.005394	1.990342	1.994895	1.987365	1.960595	1.998485	1.991240	2.011216
153000	13.8847	1.4008	1.3990	1.4029	1.4028	1.4050	1.3992	1.4042	1.3303	1.3375	1.4029	0.5335	0.5352	0.5327	0.5334	0.5323	0.5341	0.5336	0.5568	0.5544	0.5334	2.000759	1.997869	2.004930	1.990538	1.995512	1.986593	1.960494	1.997737	1.990699	2.011087
154000	13.8854	1.4010	1.3990	1.4030	1.4029	1.4050	1.3996	1.4047	1.3308	1.3378	1.4016	0.5335	0.5351	0.5326	0.5334	0.5323	0.5340	0.5335	0.5566	0.5543	0.5337	1.999856	1.997145	2.003696	1.990170	1.995486	1.985285	1.959970	1.996390	1.989655	2.010447
155000	13.8849	1.4013	1.3993	1.4032	1.4028	1.4042	1.3997	1.4048	1.3312	1.3384	1.4000	0.5334	0.5351	0.5326	0.5333	0.5326	0.5340	0.5334	0.5565	0.5540	0.5342	1.999039	1.996180	2.002204	1.989248	1.994977	1.983501	1.959095	1.994734	1.988307	2.009647
156000	13.8858	1.4014	1.3993	1.4031	1.4030	1.4040	1.3995	1.4050	1.3316	1.3389	1.4000	0.5335	0.5351	0.5327	0.5332	0.5327	0.5340	0.5333	0.5564	0.5539	0.5342	1.997919	1.995089	2.000592	1.988121	1.994230	1.981327	1.957820	1.992724	1.986802	2.008409
157000	13.8867	1.4014	1.3996	1.4028	1.4028	1.4038	1.3995	1.4050	1.3321	1.3397	1.4000	0.5335	0.5349	0.5329	0.5334	0.5328	0.5340	0.5334	0.5563	0.5536	0.5342	1.997046	1.993721	1.998969	1.987123	1.993469	1.979251	1.956440	1.990777	1.985392	2.007164
