Iteration	Avg_Reward	Packet_Loss_Ratio	Avg_Loss
154000	1.3474	0.5540	1.080445
155000	1.3477	0.5538	1.080753
156000	1.3481	0.5537	1.081039
157000	1.3486	0.5535	1.081344
158000	1.3488	0.5534	1.081649
159000	1.3491	0.5532	1.081943
160000	1.3495	0.5531	1.082298
161000	1.3498	0.5530	1.082139
162000	1.3503	0.5529	1.081989
163000	1.3507	0.5528	1.081853
164000	1.3509	0.5527	1.081723
165000	1.3514	0.5524	1.081618
166000	1.3517	0.5524	1.081460
167000	1.3519	0.5523	1.081347
168000	1.3522	0.5523	1.081290
169000	1.3524	0.5522	1.081207
170000	1.3525	0.5521	1.081138
171000	1.3529	0.5520	1.081030
172000	1.3529	0.5520	1.080934
173000	1.3531	0.5519	1.080839
174000	1.3535	0.5517	1.080741
175000	1.3541	0.5516	1.080666
176000	1.3545	0.5514	1.080535
177000	1.3547	0.5513	1.080438
178000	1.3553	0.5512	1.080380
179000	1.3557	0.5510	1.080331
180000	1.3560	0.5508	1.080218
181000	1.3566	0.5506	1.080466
182000	1.3569	0.5505	1.080761
183000	1.3571	0.5505	1.080977
184000	1.3575	0.5502	1.081185
185000	1.3579	0.5501	1.081369
186000	1.3579	0.5500	1.081576
187000	1.3583	0.5498	1.081673
188000	1.3587	0.5497	1.081780
189000	1.3589	0.5496	1.081858
190000	1.3591	0.5495	1.081916
191000	1.3596	0.5493	1.081632
192000	1.3599	0.5492	1.081312
193000	1.3598	0.5492	1.081020
194000	1.3602	0.5491	1.080691
195000	1.3606	0.5490	1.080407
196000	1.3608	0.5488	1.080149
197000	1.3611	0.5488	1.079958
198000	1.3613	0.5488	1.079784
199000	1.3617	0.5486	1.079575
200000	1.3619	0.5486	1.079429
201000	1.3624	0.5484	1.079251
202000	1.3628	0.5483	1.079096
203000	1.3632	0.5482	1.079023
204000	1.3634	0.5481	1.078927
205000	1.3636	0.5480	1.078760
206000	1.3638	0.5478	1.078609
207000	1.3637	0.5479	1.078490
208000	1.3642	0.5477	1.078346
209000	1.3645	0.5477	1.078273
210000	1.3646	0.5476	1.078209
211000	1.3650	0.5475	1.078075
212000	1.3654	0.5473	1.077933
213000	1.3657	0.5472	1.077807
214000	1.3657	0.5471	1.077692
215000	1.3660	0.5470	1.077556
216000	1.3664	0.5468	1.077435
217000	1.3665	0.5469	1.077297
218000	1.3666	0.5469	1.077140
219000	1.3668	0.5467	1.076967
220000	1.3669	0.5466	1.076706
221000	1.3668	0.5466	1.076603
222000	1.3667	0.5466	1.076494
223000	1.3669	0.5465	1.076398
224000	1.3671	0.5465	1.076319
225000	1.3675	0.5463	1.076201
226000	1.3676	0.5463	1.076022
227000	1.3677	0.5462	1.075847
228000	1.3679	0.5461	1.075651
229000	1.3681	0.5460	1.075508
230000	1.3682	0.5460	1.075384
231000	1.3686	0.5459	1.075093
232000	1.3687	0.5459	1.074781
233000	1.3690	0.5458	1.074498
234000	1.3691	0.5457	1.074223
235000	1.3693	0.5457	1.073965
236000	1.3694	0.5456	1.073665
237000	1.3699	0.5454	1.073352
238000	1.3701	0.5453	1.073086
239000	1.3702	0.5453	1.072795
240000	1.3703	0.5451	1.072519
241000	1.3704	0.5451	1.072211
242000	1.3705	0.5451	1.071937
243000	1.3706	0.5450	1.071623
244000	1.3710	0.5449	1.071341
245000	1.3712	0.5448	1.071009
246000	1.3715	0.5447	1.070698
247000	1.3716	0.5446	1.070403
248000	1.3717	0.5446	1.070112
249000	1.3718	0.5445	1.069873
250000	1.3720	0.5444	1.069622
251000	1.3722	0.5444	1.069543
252000	1.3722	0.5444	1.069445
253000	1.3724	0.5444	1.069387
254000	1.3726	0.5444	1.069309
255000	1.3727	0.5443	1.069279
256000	1.3728	0.5443	1.069237
257000	1.3731	0.5441	1.069172
258000	1.3732	0.5441	1.069066
259000	1.3732	0.5440	1.068987
260000	1.3735	0.5440	1.068852
261000	1.3735	0.5440	1.068711
262000	1.3736	0.5440	1.068559
263000	1.3737	0.5439	1.068400
264000	1.3738	0.5439	1.068217
265000	1.3740	0.5438	1.068042
266000	1.3741	0.5438	1.067912
267000	1.3743	0.5438	1.067747
268000	1.3743	0.5437	1.067574
269000	1.3744	0.5437	1.067451
270000	1.3745	0.5436	1.067317
271000	1.3746	0.5436	1.066910
272000	1.3748	0.5435	1.066507
273000	1.3749	0.5434	1.066130
274000	1.3751	0.5434	1.065778
275000	1.3753	0.5434	1.065389
276000	1.3755	0.5433	1.064993
277000	1.3756	0.5431	1.064573
278000	1.3759	0.5430	1.064184
279000	1.3762	0.5430	1.063834
280000	1.3763	0.5429	1.063443
281000	1.3763	0.5429	1.063000
282000	1.3765	0.5428	1.062589
283000	1.3766	0.5427	1.062122
284000	1.3766	0.5427	1.061701
285000	1.3768	0.5426	1.061257
286000	1.3768	0.5426	1.060803
287000	1.3769	0.5425	1.060332
288000	1.3771	0.5425	1.059901
289000	1.3772	0.5425	1.059416
290000	1.3773	0.5425	1.058950
291000	1.3775	0.5424	1.058396
292000	1.3775	0.5424	1.057780
293000	1.3775	0.5424	1.057216
294000	1.3775	0.5424	1.056642
295000	1.3777	0.5423	1.056073
296000	1.3777	0.5423	1.055508
297000	1.3780	0.5422	1.054951
298000	1.3782	0.5421	1.054476
299000	1.3784	0.5421	1.053926
300000	1.3786	0.5421	1.053396
301000	1.3786	0.5421	1.052970
302000	1.3786	0.5420	1.052548
303000	1.3786	0.5420	1.052135
304000	1.3786	0.5420	1.051692
305000	1.3787	0.5419	1.051261
306000	1.3788	0.5419	1.050828
307000	1.3786	0.5420	1.050393
308000	1.3787	0.5420	1.049954
309000	1.3786	0.5420	1.049552
310000	1.3784	0.5421	1.049157
311000	1.3785	0.5421	1.048933
312000	1.3786	0.5420	1.048706
313000	1.3786	0.5421	1.048458
314000	1.3789	0.5419	1.048224
315000	1.3789	0.5420	1.047947
316000	1.3790	0.5419	1.047703
317000	1.3793	0.5418	1.047473
318000	1.3794	0.5418	1.047249
319000	1.3797	0.5417	1.047043
320000	1.3798	0.5416	1.046768
321000	1.3799	0.5416	1.046605
322000	1.3800	0.5416	1.046478
323000	1.3801	0.5416	1.046323
324000	1.3804	0.5415	1.046225
325000	1.3805	0.5415	1.046121
326000	1.3805	0.5415	1.045972
327000	1.3805	0.5415	1.045794
328000	1.3806	0.5414	1.045633
329000	1.3807	0.5414	1.045479
330000	1.3808	0.5414	1.045336
331000	1.3810	0.5413	1.045157
332000	1.3811	0.5413	1.045025
333000	1.3812	0.5412	1.044844
334000	1.3815	0.5412	1.044694
335000	1.3816	0.5411	1.044515
336000	1.3817	0.5411	1.044365
337000	1.3819	0.5410	1.044202
338000	1.3820	0.5409	1.044075
339000	1.3820	0.5409	1.043923
340000	1.3822	0.5408	1.043778
341000	1.3823	0.5408	1.043638
342000	1.3824	0.5407	1.043465
343000	1.3824	0.5407	1.043280
344000	1.3824	0.5407	1.043099
345000	1.3825	0.5407	1.042883
346000	1.3825	0.5407	1.042676
347000	1.3825	0.5407	1.042462
348000	1.3825	0.5406	1.042273
349000	1.3827	0.5406	1.042073
350000	1.3828	0.5405	1.041914
351000	1.3828	0.5405	1.041772
352000	1.3829	0.5405	1.041620
353000	1.3828	0.5405	1.041475
354000	1.3829	0.5404	1.041331
355000	1.3830	0.5404	1.041207
356000	1.3831	0.5404	1.041036
357000	1.3832	0.5404	1.040867
358000	1.3833	0.5403	1.040697
359000	1.3833	0.5403	1.040533
360000	1.3835	0.5403	1.040412
361000	1.3835	0.5403	1.040385
362000	1.3836	0.5403	1.040328
363000	1.3837	0.5403	1.040334
364000	1.3838	0.5402	1.040345
365000	1.3839	0.5402	1.040378
366000	1.3840	0.5402	1.040448
367000	1.3840	0.5401	1.040509
368000	1.3840	0.5401	1.040528
369000	1.3840	0.5401	1.040563
370000	1.3842	0.5401	1.040582
371000	1.3843	0.5400	1.040602
372000	1.3843	0.5401	1.040653
373000	1.3843	0.5400	1.040684
374000	1.3844	0.5400	1.040688
375000	1.3845	0.5399	1.040684
376000	1.3846	0.5399	1.040690
377000	1.3846	0.5399	1.040677
378000	1.3847	0.5399	1.040695
379000	1.3848	0.5399	1.040697
380000	1.3849	0.5399	1.040702
381000	1.3851	0.5398	1.040805
382000	1.3853	0.5398	1.040920
383000	1.3855	0.5397	1.041030
384000	1.3856	0.5397	1.041158
385000	1.3856	0.5397	1.041278
386000	1.3856	0.5397	1.041415
387000	1.3858	0.5396	1.041546
388000	1.3858	0.5396	1.041670
389000	1.3858	0.5396	1.041792
390000	1.3859	0.5396	1.041929
391000	1.3859	0.5396	1.042078
392000	1.3861	0.5396	1.042237
393000	1.3862	0.5396	1.042376
394000	1.3862	0.5395	1.042515
395000	1.3864	0.5395	1.042632
396000	1.3864	0.5395	1.042734
397000	1.3864	0.5395	1.042813
398000	1.3864	0.5395	1.042904
399000	1.3866	0.5394	1.042995
400000	1.3866	0.5394	1.043074
401000	1.3868	0.5394	1.043168
402000	1.3869	0.5393	1.043290
403000	1.3871	0.5393	1.043410
404000	1.3871	0.5393	1.043519
405000	1.3873	0.5392	1.043636
406000	1.3873	0.5392	1.043774
407000	1.3874	0.5391	1.043917
408000	1.3874	0.5391	1.044056
409000	1.3875	0.5390	1.044186
410000	1.3877	0.5390	1.044320
411000	1.3878	0.5389	1.044549
412000	1.3878	0.5389	1.044760
413000	1.3878	0.5389	1.044970
414000	1.3880	0.5389	1.045178
415000	1.3881	0.5388	1.045383
416000	1.3881	0.5388	1.045599
417000	1.3881	0.5388	1.045828
418000	1.3882	0.5388	1.046077
419000	1.3883	0.5388	1.046326
420000	1.3883	0.5388	1.046565
421000	1.3882	0.5388	1.046772
422000	1.3883	0.5388	1.046975
423000	1.3884	0.5387	1.047171
424000	1.3884	0.5387	1.047373
425000	1.3885	0.5387	1.047542
426000	1.3885	0.5387	1.047740
427000	1.3885	0.5387	1.047887
428000	1.3886	0.5387	1.048053
429000	1.3887	0.5386	1.048254
430000	1.3887	0.5387	1.048403
431000	1.3889	0.5386	1.048652
432000	1.3891	0.5385	1.048921
433000	1.3891	0.5385	1.049179
434000	1.3892	0.5385	1.049468
435000	1.3891	0.5385	1.049747
436000	1.3891	0.5385	1.050013
437000	1.3893	0.5385	1.050303
438000	1.3894	0.5385	1.050588
439000	1.3895	0.5384	1.050875
440000	1.3894	0.5384	1.051135
441000	1.3895	0.5384	1.051540
442000	1.3896	0.5384	1.051932
443000	1.3896	0.5383	1.052288
444000	1.3896	0.5383	1.052668
445000	1.3897	0.5383	1.052998
446000	1.3898	0.5382	1.053344
447000	1.3898	0.5382	1.053682
448000	1.3898	0.5382	1.054026
449000	1.3898	0.5382	1.054389
450000	1.3898	0.5382	1.054734
451000	1.3899	0.5381	1.055046
452000	1.3900	0.5381	1.055347
453000	1.3900	0.5381	1.055653
454000	1.3901	0.5380	1.055945
455000	1.3901	0.5380	1.056234
456000	1.3901	0.5380	1.056507
457000	1.3901	0.5380	1.056751
458000	1.3903	0.5380	1.057001
459000	1.3903	0.5380	1.057293
460000	1.3904	0.5380	1.057536
461000	1.3904	0.5380	1.057785
462000	1.3904	0.5380	1.058027
463000	1.3905	0.5380	1.058259
464000	1.3906	0.5379	1.058514
465000	1.3907	0.5379	1.058806
466000	1.3908	0.5379	1.059122
467000	1.3907	0.5379	1.059434
468000	1.3908	0.5378	1.059745
469000	1.3908	0.5378	1.060007
470000	1.3908	0.5378	1.060244
471000	1.3908	0.5378	1.060422
472000	1.3909	0.5378	1.060620
473000	1.3909	0.5378	1.060802
474000	1.3908	0.5378	1.061030
475000	1.3908	0.5378	1.061216
476000	1.3909	0.5378	1.061411
477000	1.3911	0.5377	1.061622
478000	1.3911	0.5377	1.061836
479000	1.3911	0.5377	1.062033
480000	1.3913	0.5377	1.062252
481000	1.3912	0.5377	1.062441
482000	1.3911	0.5377	1.062583
483000	1.3912	0.5377	1.062726
484000	1.3912	0.5376	1.062894
485000	1.3913	0.5376	1.063028
486000	1.3914	0.5376	1.063161
487000	1.3914	0.5376	1.063280
488000	1.3914	0.5376	1.063408
489000	1.3915	0.5376	1.063531
490000	1.3916	0.5376	1.063657
491000	1.3915	0.5376	1.063795
492000	1.3915	0.5376	1.063937
493000	1.3916	0.5375	1.064102
494000	1.3917	0.5375	1.064268
495000	1.3918	0.5375	1.064434
496000	1.3918	0.5375	1.064578
497000	1.3919	0.5375	1.064728
498000	1.3919	0.5375	1.064883
499000	1.3918	0.5375	1.065038
500000	1.3918	0.5375	1.065203
501000	1.3919	0.5374	1.065376
502000	1.3920	0.5374	1.065529
503000	1.3920	0.5374	1.065673
504000	1.3920	0.5374	1.065812
505000	1.3922	0.5373	1.065973
506000	1.3920	0.5373	1.066143
507000	1.3920	0.5373	1.066284
508000	1.3921	0.5373	1.066430
509000	1.3922	0.5373	1.066587
510000	1.3922	0.5373	1.066759
511000	1.3923	0.5372	1.066911
512000	1.3922	0.5372	1.067067
513000	1.3924	0.5372	1.067212
514000	1.3924	0.5371	1.067363
515000	1.3924	0.5371	1.067476
516000	1.3925	0.5371	1.067594
517000	1.3926	0.5371	1.067753
518000	1.3926	0.5371	1.067885
519000	1.3927	0.5370	1.068004
520000	1.3926	0.5371	1.068130
521000	1.3926	0.5371	1.068224
522000	1.3926	0.5371	1.068327
523000	1.3927	0.5371	1.068435
524000	1.3927	0.5371	1.068545
