Iteration	Avg_Total_Reward	Avg_Reward_User_0	Packet_Loss_Ratio_User_0	Avg_Loss_User_0
103000	1.3586	1.3586	0.5498	0.243722
104000	1.3593	1.3593	0.5496	0.243968
105000	1.3599	1.3599	0.5494	0.244204
106000	1.3602	1.3602	0.5493	0.244405
107000	1.3606	1.3606	0.5491	0.244624
108000	1.3614	1.3614	0.5488	0.244828
109000	1.3617	1.3617	0.5487	0.245010
110000	1.3620	1.3620	0.5487	0.245195
111000	1.3618	1.3618	0.5486	0.245446
112000	1.3623	1.3623	0.5483	0.245621
113000	1.3630	1.3630	0.5481	0.245784
114000	1.3633	1.3633	0.5480	0.245949
115000	1.3635	1.3635	0.5480	0.246093
116000	1.3642	1.3642	0.5478	0.246248
117000	1.3644	1.3644	0.5476	0.246383
118000	1.3651	1.3651	0.5474	0.246505
119000	1.3654	1.3654	0.5473	0.246662
120000	1.3661	1.3661	0.5470	0.246802
121000	1.3664	1.3664	0.5468	0.247030
122000	1.3670	1.3670	0.5465	0.247184
123000	1.3674	1.3674	0.5463	0.247333
124000	1.3675	1.3675	0.5463	0.247472
125000	1.3677	1.3677	0.5463	0.247597
126000	1.3681	1.3681	0.5461	0.247695
127000	1.3688	1.3688	0.5458	0.247825
128000	1.3692	1.3692	0.5456	0.247929
129000	1.3695	1.3695	0.5453	0.248047
130000	1.3700	1.3700	0.5451	0.248163
131000	1.3706	1.3706	0.5449	0.248379
132000	1.3708	1.3708	0.5448	0.248529
133000	1.3712	1.3712	0.5447	0.248675
134000	1.3717	1.3717	0.5445	0.248813
135000	1.3717	1.3717	0.5445	0.248944
136000	1.3721	1.3721	0.5444	0.249063
137000	1.3726	1.3726	0.5443	0.249192
138000	1.3732	1.3732	0.5440	0.249323
139000	1.3736	1.3736	0.5439	0.249457
140000	1.3742	1.3742	0.5436	0.249574
141000	1.3748	1.3748	0.5434	0.249758
142000	1.3754	1.3754	0.5433	0.249887
143000	1.3758	1.3758	0.5432	0.250017
144000	1.3760	1.3760	0.5431	0.250129
145000	1.3761	1.3761	0.5430	0.250242
146000	1.3767	1.3767	0.5429	0.250351
147000	1.3772	1.3772	0.5428	0.250466
148000	1.3778	1.3778	0.5426	0.250596
149000	1.3779	1.3779	0.5426	0.250708
150000	1.3784	1.3784	0.5424	0.250829
151000	1.3788	1.3788	0.5422	0.250995
152000	1.3793	1.3793	0.5421	0.251115
153000	1.3794	1.3794	0.5421	0.251232
154000	1.3799	1.3799	0.5419	0.251351
155000	1.3803	1.3803	0.5419	0.251470
156000	1.3806	1.3806	0.5419	0.251573
157000	1.3811	1.3811	0.5417	0.251690
158000	1.3814	1.3814	0.5415	0.251812
159000	1.3821	1.3821	0.5412	0.251918
160000	1.3822	1.3822	0.5412	0.252038
161000	1.3823	1.3823	0.5412	0.252215
162000	1.3826	1.3826	0.5411	0.252335
163000	1.3824	1.3824	0.5410	0.252430
164000	1.3827	1.3827	0.5410	0.252512
165000	1.3832	1.3832	0.5408	0.252609
166000	1.3832	1.3832	0.5407	0.252705
167000	1.3832	1.3832	0.5408	0.252802
168000	1.3835	1.3835	0.5406	0.252898
169000	1.3836	1.3836	0.5406	0.252977
170000	1.3840	1.3840	0.5404	0.253046
171000	1.3844	1.3844	0.5404	0.253183
172000	1.3848	1.3848	0.5402	0.253264
173000	1.3850	1.3850	0.5401	0.253347
174000	1.3853	1.3853	0.5400	0.253429
175000	1.3853	1.3853	0.5400	0.253515
176000	1.3855	1.3855	0.5399	0.253577
177000	1.3856	1.3856	0.5398	0.253658
178000	1.3859	1.3859	0.5397	0.253730
179000	1.3862	1.3862	0.5396	0.253808
180000	1.3863	1.3863	0.5395	0.253883
181000	1.3866	1.3866	0.5395	0.254016
182000	1.3869	1.3869	0.5394	0.254095
183000	1.3874	1.3874	0.5392	0.254165
184000	1.3875	1.3875	0.5392	0.254248
185000	1.3879	1.3879	0.5390	0.254320
186000	1.3884	1.3884	0.5390	0.254394
187000	1.3883	1.3883	0.5390	0.254475
188000	1.3885	1.3885	0.5389	0.254549
189000	1.3886	1.3886	0.5389	0.254624
190000	1.3887	1.3887	0.5389	0.254691
191000	1.3889	1.3889	0.5388	0.254794
192000	1.3890	1.3890	0.5388	0.254870
193000	1.3892	1.3892	0.5387	0.254940
194000	1.3896	1.3896	0.5385	0.255001
195000	1.3899	1.3899	0.5385	0.255083
196000	1.3900	1.3900	0.5384	0.255154
197000	1.3902	1.3902	0.5383	0.255214
198000	1.3906	1.3906	0.5381	0.255295
199000	1.3907	1.3907	0.5380	0.255370
200000	1.3909	1.3909	0.5379	0.255445
201000	1.3910	1.3910	0.5379	0.255547
202000	1.3911	1.3911	0.5378	0.255601
203000	1.3913	1.3913	0.5378	0.255658
204000	1.3917	1.3917	0.5376	0.255714
205000	1.3918	1.3918	0.5376	0.255771
206000	1.3920	1.3920	0.5376	0.255819
207000	1.3922	1.3922	0.5375	0.255866
208000	1.3923	1.3923	0.5376	0.255921
209000	1.3925	1.3925	0.5375	0.255965
210000	1.3924	1.3924	0.5375	0.256025
211000	1.3926	1.3926	0.5375	0.256110
212000	1.3927	1.3927	0.5375	0.256163
213000	1.3930	1.3930	0.5374	0.256218
214000	1.3930	1.3930	0.5374	0.256276
215000	1.3931	1.3931	0.5374	0.256321
216000	1.3932	1.3932	0.5374	0.256363
217000	1.3933	1.3933	0.5374	0.256399
218000	1.3934	1.3934	0.5373	0.256428
219000	1.3934	1.3934	0.5372	0.256456
220000	1.3936	1.3936	0.5372	0.256487
221000	1.3936	1.3936	0.5372	0.256546
222000	1.3937	1.3937	0.5371	0.256585
223000	1.3938	1.3938	0.5370	0.256629
224000	1.3939	1.3939	0.5370	0.256674
225000	1.3939	1.3939	0.5369	0.256699
226000	1.3942	1.3942	0.5368	0.256725
227000	1.3943	1.3943	0.5368	0.256761
228000	1.3945	1.3945	0.5367	0.256783
229000	1.3946	1.3946	0.5366	0.256803
230000	1.3946	1.3946	0.5367	0.256832
231000	1.3947	1.3947	0.5366	0.256911
232000	1.3947	1.3947	0.5366	0.256949
233000	1.3947	1.3947	0.5366	0.256968
234000	1.3950	1.3950	0.5365	0.257003
235000	1.3951	1.3951	0.5364	0.257031
236000	1.3953	1.3953	0.5363	0.257064
237000	1.3956	1.3956	0.5363	0.257106
238000	1.3959	1.3959	0.5362	0.257142
239000	1.3959	1.3959	0.5362	0.257185
240000	1.3960	1.3960	0.5362	0.257224
241000	1.3961	1.3961	0.5362	0.257287
242000	1.3963	1.3963	0.5361	0.257326
243000	1.3964	1.3964	0.5360	0.257369
244000	1.3966	1.3966	0.5360	0.257404
245000	1.3969	1.3969	0.5359	0.257439
246000	1.3970	1.3970	0.5359	0.257468
247000	1.3970	1.3970	0.5359	0.257497
248000	1.3970	1.3970	0.5359	0.257517
249000	1.3969	1.3969	0.5360	0.257541
250000	1.3968	1.3968	0.5360	0.257566
251000	1.3967	1.3967	0.5360	0.257620
252000	1.3968	1.3968	0.5358	0.257651
253000	1.3969	1.3969	0.5358	0.257677
254000	1.3973	1.3973	0.5357	0.257696
255000	1.3972	1.3972	0.5358	0.257704
256000	1.3973	1.3973	0.5358	0.257728
257000	1.3975	1.3975	0.5357	0.257741
258000	1.3975	1.3975	0.5356	0.257746
259000	1.3975	1.3975	0.5356	0.257758
260000	1.3976	1.3976	0.5356	0.257779
261000	1.3977	1.3977	0.5356	0.257813
262000	1.3975	1.3975	0.5356	0.257820
263000	1.3975	1.3975	0.5356	0.257828
264000	1.3975	1.3975	0.5356	0.257834
265000	1.3976	1.3976	0.5355	0.257836
266000	1.3977	1.3977	0.5355	0.257834
267000	1.3977	1.3977	0.5355	0.257829
268000	1.3978	1.3978	0.5355	0.257822
269000	1.3977	1.3977	0.5355	0.257827
270000	1.3980	1.3980	0.5354	0.257842
271000	1.3980	1.3980	0.5354	0.257880
272000	1.3981	1.3981	0.5354	0.257908
273000	1.3981	1.3981	0.5353	0.257930
274000	1.3982	1.3982	0.5353	0.257951
275000	1.3981	1.3981	0.5353	0.257968
276000	1.3981	1.3981	0.5353	0.257981
277000	1.3982	1.3982	0.5353	0.257991
278000	1.3983	1.3983	0.5353	0.258010
279000	1.3984	1.3984	0.5353	0.258016
280000	1.3984	1.3984	0.5353	0.258024
281000	1.3985	1.3985	0.5352	0.258055
282000	1.3987	1.3987	0.5352	0.258066
283000	1.3987	1.3987	0.5351	0.258087
284000	1.3988	1.3988	0.5351	0.258099
285000	1.3990	1.3990	0.5351	0.258121
286000	1.3990	1.3990	0.5350	0.258143
287000	1.3990	1.3990	0.5350	0.258162
288000	1.3992	1.3992	0.5348	0.258184
289000	1.3991	1.3991	0.5348	0.258204
290000	1.3993	1.3993	0.5347	0.258223
291000	1.3992	1.3992	0.5348	0.258264
292000	1.3993	1.3993	0.5347	0.258295
293000	1.3995	1.3995	0.5347	0.258313
294000	1.3998	1.3998	0.5346	0.258335
295000	1.3998	1.3998	0.5346	0.258359
296000	1.3998	1.3998	0.5346	0.258379
297000	1.4001	1.4001	0.5345	0.258389
298000	1.4001	1.4001	0.5345	0.258404
299000	1.4001	1.4001	0.5345	0.258430
300000	1.4001	1.4001	0.5345	0.258452
301000	1.4002	1.4002	0.5344	0.258496
302000	1.4003	1.4003	0.5344	0.258513
303000	1.4003	1.4003	0.5343	0.258530
304000	1.4004	1.4004	0.5343	0.258547
305000	1.4006	1.4006	0.5342	0.258564
306000	1.4008	1.4008	0.5342	0.258580
307000	1.4008	1.4008	0.5342	0.258596
308000	1.4009	1.4009	0.5342	0.258625
309000	1.4011	1.4011	0.5341	0.258643
310000	1.4013	1.4013	0.5340	0.258661
311000	1.4014	1.4014	0.5340	0.258707
312000	1.4015	1.4015	0.5339	0.258739
313000	1.4017	1.4017	0.5338	0.258772
314000	1.4016	1.4016	0.5338	0.258806
315000	1.4016	1.4016	0.5339	0.258827
316000	1.4017	1.4017	0.5338	0.258856
317000	1.4018	1.4018	0.5338	0.258878
318000	1.4020	1.4020	0.5338	0.258912
319000	1.4021	1.4021	0.5337	0.258940
320000	1.4023	1.4023	0.5337	0.258972
321000	1.4022	1.4022	0.5336	0.259028
322000	1.4023	1.4023	0.5336	0.259064
323000	1.4023	1.4023	0.5336	0.259096
324000	1.4023	1.4023	0.5336	0.259135
325000	1.4023	1.4023	0.5336	0.259168
326000	1.4022	1.4022	0.5337	0.259193
327000	1.4023	1.4023	0.5336	0.259221
328000	1.4023	1.4023	0.5336	0.259254
329000	1.4024	1.4024	0.5336	0.259280
330000	1.4026	1.4026	0.5335	0.259299
331000	1.4027	1.4027	0.5335	0.259334
332000	1.4027	1.4027	0.5335	0.259361
333000	1.4028	1.4028	0.5334	0.259379
334000	1.4028	1.4028	0.5335	0.259404
