162000	1.4641	0.7316	0.7325	0.7594	0.7591	0.280247	0.281544
163000	1.4645	0.7316	0.7329	0.7594	0.7589	0.280229	0.281564
164000	1.4648	0.7318	0.7330	0.7594	0.7589	0.280214	0.281583
165000	1.4650	0.7319	0.7331	0.7593	0.7588	0.280189	0.281582
166000	1.4654	0.7319	0.7335	0.7593	0.7587	0.280158	0.281571
167000	1.4656	0.7320	0.7336	0.7592	0.7587	0.280137	0.281571
168000	1.4660	0.7323	0.7336	0.7592	0.7587	0.280131	0.281579
169000	1.4662	0.7325	0.7337	0.7591	0.7586	0.280112	0.281569
170000	1.4664	0.7327	0.7337	0.7590	0.7586	0.280079	0.281553
171000	1.4665	0.7329	0.7336	0.7589	0.7586	0.280177	0.281610
172000	1.4668	0.7332	0.7337	0.7588	0.7585	0.280202	0.281598
173000	1.4673	0.7335	0.7338	0.7587	0.7585	0.280231	0.281585
174000	1.4676	0.7337	0.7339	0.7586	0.7584	0.280268	0.281582
175000	1.4680	0.7339	0.7342	0.7585	0.7583	0.280308	0.281578
176000	1.4684	0.7341	0.7343	0.7584	0.7583	0.280356	0.281588
177000	1.4688	0.7343	0.7345	0.7584	0.7582	0.280390	0.281593
178000	1.4692	0.7345	0.7347	0.7583	0.7581	0.280447	0.281609
179000	1.4694	0.7346	0.7347	0.7582	0.7581	0.280474	0.281608
180000	1.4699	0.7349	0.7350	0.7581	0.7580	0.280497	0.281597
181000	1.4702	0.7351	0.7351	0.7581	0.7579	0.280596	0.281735
182000	1.4703	0.7352	0.7352	0.7580	0.7580	0.280618	0.281748
183000	1.4707	0.7353	0.7354	0.7579	0.7579	0.280596	0.281713
184000	1.4711	0.7354	0.7356	0.7579	0.7578	0.280587	0.281682
