Iteration	Avg_Total_Reward	Avg_Reward_User_0	Avg_Reward_User_1	Packet_Loss_Ratio_User_0	Packet_Loss_Ratio_User_1	Avg_Loss_User_0	Avg_Loss_User_1
1000	1.0100	0.4152	0.5947	0.9118	0.8389	0.330740	0.309977
2000	0.7533	0.3040	0.4493	0.9119	0.8792	0.264773	0.240523
3000	0.6676	0.2883	0.3794	0.9159	0.8882	0.224248	0.199735
4000	0.6147	0.2680	0.3466	0.9177	0.8940	0.195654	0.172136
5000	0.6007	0.2667	0.3340	0.9174	0.8959	0.174996	0.152689
6000	0.5730	0.2552	0.3177	0.9221	0.9013	0.181661	0.169480
7000	0.5506	0.2444	0.3062	0.9229	0.9040	0.169342	0.156103
8000	0.5423	0.2426	0.2997	0.9224	0.9041	0.158569	0.146101
9000	0.5343	0.2388	0.2955	0.9243	0.9051	0.149223	0.137354
10000	0.5351	0.2387	0.2964	0.9233	0.9034	0.141339	0.130110
11000	0.5434	0.2338	0.3095	0.9246	0.8861	0.151085	0.137349
12000	0.6305	0.2373	0.3932	0.9222	0.8568	0.148335	0.137531
13000	0.7108	0.2396	0.4712	0.9220	0.8333	0.148069	0.136399
14000	0.7745	0.2400	0.5345	0.9216	0.8126	0.149397	0.135817
15000	0.8348	0.2414	0.5933	0.9206	0.7947	0.152102	0.138044
16000	0.8806	0.2380	0.6426	0.9239	0.7815	0.165830	0.146535
17000	0.9090	0.2302	0.6788	0.9250	0.7676	0.171070	0.149251
18000	0.9429	0.2291	0.7138	0.9244	0.7600	0.174952	0.152974
19000	0.9603	0.2303	0.7300	0.9239	0.7548	0.179002	0.156738
20000	0.9756	0.2326	0.7430	0.9232	0.7511	0.182942	0.160284
21000	0.9969	0.2333	0.7636	0.9231	0.7406	0.200256	0.163620
22000	1.0316	0.2370	0.7946	0.9208	0.7310	0.212274	0.165034
23000	1.0647	0.2424	0.8223	0.9192	0.7224	0.223891	0.166904
24000	1.0942	0.2476	0.8466	0.9178	0.7141	0.234746	0.169161
25000	1.1217	0.2522	0.8695	0.9162	0.7064	0.244929	0.171596
26000	1.1437	0.2536	0.8901	0.9162	0.7001	0.253484	0.176229
27000	1.1659	0.2558	0.9100	0.9149	0.6933	0.258153	0.180289
28000	1.1885	0.2601	0.9285	0.9140	0.6877	0.262358	0.184492
29000	1.2076	0.2618	0.9459	0.9135	0.6821	0.266279	0.188982
30000	1.2270	0.2657	0.9613	0.9115	0.6772	0.269799	0.193766
31000	1.2463	0.2687	0.9777	0.9111	0.6714	0.277648	0.200077
32000	1.2625	0.2695	0.9930	0.9107	0.6671	0.280978	0.205504
33000	1.2777	0.2716	1.0060	0.9101	0.6628	0.283739	0.210601
34000	1.2916	0.2735	1.0181	0.9095	0.6588	0.286088	0.215405
35000	1.3041	0.2745	1.0296	0.9092	0.6553	0.288191	0.220000
36000	1.3156	0.2756	1.0400	0.9087	0.6523	0.293089	0.224323
37000	1.3267	0.2769	1.0498	0.9084	0.6491	0.294946	0.227778
38000	1.3375	0.2777	1.0598	0.9077	0.6460	0.296655	0.231039
39000	1.3483	0.2799	1.0684	0.9075	0.6434	0.298079	0.234250
40000	1.3572	0.2802	1.0770	0.9070	0.6400	0.299191	0.237434
41000	1.3687	0.2827	1.0860	0.9061	0.6375	0.302980	0.241306
42000	1.3799	0.2857	1.0942	0.9052	0.6349	0.304436	0.244524
43000	1.3893	0.2878	1.1016	0.9048	0.6322	0.305841	0.247536
44000	1.3969	0.2886	1.1083	0.9045	0.6303	0.307227	0.250454
45000	1.4037	0.2889	1.1148	0.9045	0.6281	0.308546	0.253146
46000	1.4110	0.2901	1.1209	0.9037	0.6260	0.311637	0.256391
47000	1.4188	0.2924	1.1263	0.9032	0.6239	0.312679	0.258934
48000	1.4262	0.2940	1.1322	0.9022	0.6220	0.313729	0.261388
49000	1.4344	0.2961	1.1383	0.9017	0.6198	0.314800	0.263707
50000	1.4417	0.2974	1.1442	0.9013	0.6179	0.315771	0.265909
51000	1.4488	0.2989	1.1499	0.9010	0.6161	0.319454	0.269367
52000	1.4548	0.2996	1.1552	0.9007	0.6141	0.320909	0.272252
53000	1.4607	0.3002	1.1605	0.9006	0.6126	0.322252	0.274890
54000	1.4661	0.3009	1.1653	0.9003	0.6111	0.323462	0.277434
55000	1.4718	0.3018	1.1700	0.9000	0.6098	0.324683	0.279860
56000	1.4773	0.3024	1.1748	0.8999	0.6081	0.327128	0.282124
57000	1.4827	0.3031	1.1796	0.8995	0.6069	0.327880	0.283931
58000	1.4877	0.3042	1.1836	0.8992	0.6055	0.328757	0.285693
59000	1.4921	0.3056	1.1865	0.8987	0.6047	0.329593	0.287319
60000	1.4966	0.3069	1.1897	0.8983	0.6037	0.330492	0.288951
61000	1.5013	0.3081	1.1932	0.8980	0.6024	0.333567	0.290749
62000	1.5057	0.3091	1.1965	0.8976	0.6015	0.334687	0.292153
63000	1.5101	0.3103	1.1998	0.8972	0.6003	0.335714	0.293446
64000	1.5143	0.3114	1.2030	0.8967	0.5992	0.336933	0.294702
65000	1.5187	0.3127	1.2060	0.8963	0.5980	0.338181	0.295906
66000	1.5230	0.3138	1.2092	0.8961	0.5971	0.340635	0.297875
67000	1.5268	0.3140	1.2128	0.8959	0.5961	0.341647	0.299402
68000	1.5306	0.3146	1.2160	0.8958	0.5951	0.342545	0.300858
69000	1.5343	0.3154	1.2189	0.8953	0.5941	0.343464	0.302254
70000	1.5386	0.3170	1.2216	0.8948	0.5932	0.344471	0.303627
71000	1.5426	0.3180	1.2246	0.8946	0.5923	0.346789	0.304915
72000	1.5462	0.3189	1.2273	0.8943	0.5914	0.347795	0.305825
73000	1.5497	0.3196	1.2301	0.8940	0.5904	0.348692	0.306714
74000	1.5531	0.3199	1.2332	0.8939	0.5895	0.349661	0.307563
75000	1.5559	0.3199	1.2360	0.8938	0.5887	0.350698	0.308353
76000	1.5592	0.3206	1.2386	0.8936	0.5880	0.352605	0.309753
77000	1.5622	0.3214	1.2408	0.8933	0.5874	0.353459	0.310879
78000	1.5657	0.3224	1.2433	0.8930	0.5865	0.354253	0.311982
79000	1.5689	0.3232	1.2456	0.8929	0.5857	0.355036	0.313098
80000	1.5716	0.3235	1.2482	0.8927	0.5849	0.355782	0.314162
81000	1.5743	0.3241	1.2503	0.8927	0.5843	0.357249	0.315716
82000	1.5770	0.3244	1.2526	0.8924	0.5836	0.357878	0.317060
83000	1.5800	0.3255	1.2545	0.8920	0.5830	0.358390	0.318394
84000	1.5827	0.3265	1.2562	0.8916	0.5824	0.358848	0.319686
85000	1.5854	0.3277	1.2577	0.8914	0.5818	0.359321	0.320968
86000	1.5879	0.3282	1.2598	0.8912	0.5810	0.360379	0.322661
87000	1.5909	0.3290	1.2619	0.8907	0.5804	0.360708	0.324208
88000	1.5937	0.3300	1.2637	0.8906	0.5799	0.360993	0.325712
89000	1.5958	0.3305	1.2652	0.8902	0.5795	0.361270	0.327151
90000	1.5983	0.3317	1.2667	0.8901	0.5790	0.361493	0.328520
91000	1.6003	0.3318	1.2685	0.8899	0.5784	0.362116	0.330006
92000	1.6026	0.3324	1.2702	0.8897	0.5779	0.362026	0.331341
93000	1.6046	0.3328	1.2718	0.8895	0.5775	0.361885	0.332577
94000	1.6066	0.3337	1.2729	0.8892	0.5772	0.361759	0.333763
95000	1.6083	0.3340	1.2743	0.8892	0.5769	0.361593	0.334957
96000	1.6101	0.3345	1.2755	0.8890	0.5764	0.362073	0.336372
97000	1.6116	0.3347	1.2769	0.8889	0.5761	0.361922	0.337612
98000	1.6133	0.3352	1.2781	0.8888	0.5755	0.361717	0.338780
99000	1.6148	0.3353	1.2795	0.8886	0.5751	0.361478	0.339862
100000	1.6171	0.3362	1.2809	0.8882	0.5748	0.361248	0.340921
101000	1.6190	0.3369	1.2821	0.8880	0.5744	0.361485	0.342254
102000	1.6209	0.3377	1.2832	0.8877	0.5742	0.361202	0.343477
103000	1.6231	0.3384	1.2848	0.8877	0.5735	0.360902	0.344656
104000	1.6248	0.3387	1.2861	0.8873	0.5732	0.360605	0.345795
105000	1.6262	0.3392	1.2870	0.8873	0.5727	0.360299	0.346886
106000	1.6273	0.3392	1.2881	0.8874	0.5724	0.360507	0.348002
107000	1.6285	0.3393	1.2892	0.8872	0.5720	0.360158	0.348929
108000	1.6300	0.3399	1.2901	0.8871	0.5717	0.359767	0.349849
109000	1.6316	0.3402	1.2914	0.8870	0.5712	0.359379	0.350735
110000	1.6329	0.3404	1.2925	0.8869	0.5708	0.359008	0.351580
111000	1.6342	0.3409	1.2933	0.8868	0.5703	0.359053	0.352584
112000	1.6356	0.3410	1.2946	0.8867	0.5699	0.358630	0.353495
113000	1.6367	0.3415	1.2951	0.8865	0.5698	0.358223	0.354380
114000	1.6377	0.3419	1.2958	0.8865	0.5695	0.357782	0.355206
115000	1.6386	0.3417	1.2969	0.8866	0.5691	0.357318	0.356022
116000	1.6397	0.3420	1.2977	0.8864	0.5689	0.357379	0.356890
117000	1.6411	0.3429	1.2983	0.8860	0.5688	0.356958	0.357652
118000	1.6428	0.3438	1.2990	0.8857	0.5685	0.356560	0.358423
119000	1.6443	0.3444	1.2999	0.8857	0.5681	0.356172	0.359146
120000	1.6456	0.3445	1.3012	0.8856	0.5679	0.355734	0.359882
121000	1.6464	0.3443	1.3021	0.8857	0.5675	0.355747	0.360718
122000	1.6477	0.3444	1.3034	0.8855	0.5671	0.355339	0.361444
123000	1.6494	0.3450	1.3043	0.8853	0.5669	0.354937	0.362160
124000	1.6512	0.3461	1.3051	0.8849	0.5667	0.354514	0.362877
125000	1.6529	0.3469	1.3060	0.8847	0.5664	0.354097	0.363557
126000	1.6539	0.3472	1.3068	0.8847	0.5662	0.354161	0.364388
127000	1.6549	0.3474	1.3075	0.8845	0.5661	0.353801	0.365059
128000	1.6563	0.3483	1.3080	0.8842	0.5660	0.353452	0.365735
129000	1.6578	0.3490	1.3088	0.8841	0.5656	0.353106	0.366447
130000	1.6591	0.3492	1.3099	0.8841	0.5653	0.352718	0.367099
131000	1.6601	0.3495	1.3105	0.8839	0.5651	0.352786	0.367880
132000	1.6610	0.3495	1.3115	0.8839	0.5649	0.352465	0.368515
133000	1.6620	0.3499	1.3121	0.8837	0.5647	0.352130	0.369150
134000	1.6632	0.3503	1.3129	0.8835	0.5643	0.351811	0.369757
135000	1.6646	0.3508	1.3138	0.8835	0.5640	0.351486	0.370397
136000	1.6655	0.3510	1.3145	0.8834	0.5638	0.351538	0.371211
137000	1.6662	0.3510	1.3152	0.8835	0.5635	0.351249	0.371915
138000	1.6672	0.3510	1.3162	0.8835	0.5633	0.350943	0.372541
139000	1.6681	0.3512	1.3169	0.8833	0.5630	0.350637	0.373145
140000	1.6690	0.3516	1.3174	0.8832	0.5627	0.350331	0.373710
141000	1.6701	0.3519	1.3182	0.8831	0.5625	0.350343	0.374346
142000	1.6705	0.3518	1.3187	0.8831	0.5623	0.350081	0.374880
143000	1.6712	0.3520	1.3193	0.8831	0.5622	0.349817	0.375423
144000	1.6718	0.3518	1.3200	0.8832	0.5620	0.349528	0.375915
145000	1.6726	0.3519	1.3207	0.8831	0.5618	0.349224	0.376372
146000	1.6730	0.3519	1.3212	0.8832	0.5616	0.349265	0.376993
147000	1.6740	0.3521	1.3219	0.8830	0.5614	0.349021	0.377547
148000	1.6748	0.3523	1.3225	0.8830	0.5612	0.348724	0.378058
149000	1.6759	0.3529	1.3231	0.8827	0.5611	0.348415	0.378543
150000	1.6768	0.3533	1.3235	0.8826	0.5610	0.348123	0.379016
151000	1.6776	0.3536	1.3240	0.8825	0.5609	0.348162	0.379477
152000	1.6783	0.3538	1.3245	0.8825	0.5607	0.347913	0.379865
153000	1.6790	0.3539	1.3251	0.8824	0.5605	0.347632	0.380219
154000	1.6799	0.3541	1.3258	0.8823	0.5603	0.347369	0.380594
155000	1.6808	0.3545	1.3264	0.8822	0.5602	0.347088	0.380934
156000	1.6816	0.3549	1.3267	0.8821	0.5600	0.347084	0.381278
157000	1.6827	0.3555	1.3272	0.8819	0.5598	0.346880	0.381591
158000	1.6834	0.3558	1.3277	0.8819	0.5597	0.346656	0.381878
159000	1.6841	0.3559	1.3282	0.8818	0.5597	0.346357	0.382120
160000	1.6851	0.3566	1.3285	0.8816	0.5595	0.346081	0.382403
161000	1.6858	0.3569	1.3289	0.8814	0.5594	0.346173	0.382752
162000	1.6866	0.3573	1.3294	0.8813	0.5594	0.346046	0.383036
163000	1.6873	0.3577	1.3296	0.8812	0.5592	0.345899	0.383317
164000	1.6881	0.3581	1.3300	0.8810	0.5591	0.345750	0.383603
165000	1.6890	0.3585	1.3305	0.8809	0.5589	0.345616	0.383897
166000	1.6900	0.3590	1.3311	0.8807	0.5588	0.345729	0.384342
167000	1.6908	0.3591	1.3316	0.8807	0.5587	0.345661	0.384707
168000	1.6914	0.3593	1.3322	0.8807	0.5585	0.345522	0.385043
169000	1.6918	0.3593	1.3326	0.8807	0.5584	0.345388	0.385358
170000	1.6925	0.3593	1.3331	0.8806	0.5583	0.345277	0.385654
171000	1.6932	0.3597	1.3336	0.8805	0.5582	0.345372	0.386099
172000	1.6940	0.3600	1.3339	0.8803	0.5582	0.345299	0.386478
173000	1.6946	0.3604	1.3341	0.8802	0.5580	0.345230	0.386850
174000	1.6952	0.3607	1.3345	0.8801	0.5580	0.345150	0.387214
175000	1.6957	0.3610	1.3347	0.8800	0.5579	0.345072	0.387576
176000	1.6963	0.3611	1.3352	0.8800	0.5577	0.345117	0.388000
177000	1.6971	0.3616	1.3355	0.8798	0.5576	0.345007	0.388358
178000	1.6975	0.3617	1.3358	0.8799	0.5575	0.344864	0.388676
179000	1.6977	0.3617	1.3360	0.8798	0.5575	0.344726	0.388992
180000	1.6982	0.3619	1.3363	0.8797	0.5574	0.344594	0.389306
181000	1.6989	0.3621	1.3368	0.8796	0.5573	0.344721	0.389753
182000	1.6995	0.3625	1.3370	0.8795	0.5573	0.344644	0.390159
183000	1.7002	0.3629	1.3374	0.8794	0.5572	0.344553	0.390566
184000	1.7010	0.3632	1.3378	0.8792	0.5571	0.344458	0.390975
185000	1.7019	0.3638	1.3381	0.8790	0.5570	0.344364	0.391374
